id,osmid,name,lanes,len,maxUsed
1641,8919201,Arballo Drive,,9,2.0
1642,8919202,Arballo Drive,,7,1.0
1643,8919205,Jackson Street,,25,5.0
1644,8919206,Saint Francis Place,,2,2.0
1645,8919207,Silliman Street,,19,2.0
1646,8919208,Brazil Avenue,,22,2.0
1647,8919210,Pioche Street,,4,2.0
1648,8919211,Princeton Street,,1,2.0
1649,8919212,Princeton Street,,1,2.0
1650,8919214,Princeton Street,,11,2.0
1651,8919215,Walter U Lum Place,,1,2.0
1652,8919218,Hudson Avenue,,37,3.0
1653,8919220,Hudson Avenue,,1,2.0
1654,8919222,Coventry Lane,,7,2.0
1655,8919223,Brush Place,,1,1.0
1656,8919224,Chula Lane,,4,2.0
1657,8919227,Chatham Place,,1,1.0
1658,8919229,Wheat Street,,2,2.0
1659,8919231,Turner Terrace,,7,1.0
1660,8919233,13th Street,,5,2.0
1661,8919234,Duboce Avenue,,5,4.0
1662,8919240,Dorantes Avenue,,10,5.0
1663,8919241,Terry Francois Street,,16,3.0
1664,8919242,Anderson Street,,4,3.0
1665,8919243,Anderson Street,,4,2.0
1666,8919244,Saint Mary&apos;s Avenue,,4,2.0
1667,8919246,Geary Boulevard,,9,5.0
1668,8919247,Geary Boulevard,,2,4.0
1669,8919251,Geary Boulevard,,1,2.0
1670,8919263,Huron Avenue,,1,3.0
1671,8919269,9th Street,,1,4.0
1672,8919277,9th Street,,13,2.0
1673,8919278,Prospect Avenue,,9,3.0
1674,8919279,Fontinella Terrace,,1,1.0
1675,8919280,Copper Alley,,2,2.0
1676,8919281,Josiah Avenue,,2,3.0
1677,8919283,Divisadero Street,,5,4.0
1678,8919288,Divisadero Street,,10,4.0
1679,8919289,Shangri-la,,3,2.0
1680,8919292,Lowell Street,,8,2.0
1681,8919294,Executive Park Boulevard,,3,3.0
1682,8919297,Fanning Way,,9,4.0
1683,8919299,Wood Street,,1,2.0
1684,8919300,Wood Street,,2,3.0
1685,8919301,Battery Safford Road,,4,2.0
1686,8919304,Rosemont Place,,1,2.0
1687,8919308,Treasure Island Road,,2,2.0
1688,8919310,Albatross Court,,2,1.0
1689,8919311,Linda Vista Steps Street,,1,3.0
1690,8919312,Racine Lane,,8,2.0
1691,8919317,Vermont Street,,2,3.0
1692,8919319,Vermont Street,,10,3.0
1693,8919322,Ewer Place,,1,1.0
1694,8919323,Greenwood Avenue,,14,3.0
1695,8919328,Hawthorne Street,,2,2.0
1696,8919330,Cumberland Street,,2,2.0
1697,8919331,Cumberland Street,,1,1.0
1698,8919335,Cordova Street,,8,3.0
1699,8919338,Guy Place,,4,2.0
1700,8919341,Rex Avenue,,1,2.0
1701,8919343,Zampa Lane,,8,2.0
1702,8919345,Norwich Street,,2,2.0
1703,8919346,Funston Avenue,,4,2.0
1704,8919347,Funston Avenue,,10,2.0
1705,8919348,Funston Avenue,,33,3.0
1706,8919350,Funston Avenue,,4,2.0
1707,8919351,Funston Avenue,,1,3.0
1708,8919354,Funston Avenue,,2,3.0
1709,8919356,Girard Road,,5,3.0
1710,8919357,Warren Drive,,35,3.0
1711,8919358,Ord Street,,4,3.0
1712,8919359,Ord Street,,5,2.0
1713,8919360,Ord Street,,1,1.0
1714,8919361,Golden Court,,1,2.0
1715,8919362,Congdon Street,,1,2.0
1716,8919363,Russia Avenue,,19,2.0
1717,8919364,Beachmont Drive,,1,2.0
1718,8919367,Vicente Street,,9,4.0
1719,8919368,Rondel Place,,1,1.0
1720,8919370,Dorado Terrace,,7,3.0
1721,8919372,Dorado Terrace,,5,2.0
1722,8919373,Dorado Terrace,,11,2.0
1723,8919374,Dorado Terrace,,1,2.0
1724,8919375,Cadell Place,,1,1.0
1725,8919376,Alton Avenue,,2,2.0
1726,8919378,Alton Avenue,,4,2.0
1727,8919380,Easement,,6,2.0
1728,8919381,Easement,,2,2.0
1729,8919382,Lunado Court,,1,3.0
1730,8919383,Fitzgerald Avenue,,1,2.0
1731,8919385,Fitzgerald Avenue,,16,2.0
1732,8919387,Fitzgerald Avenue,,2,2.0
1733,8919389,Eugenia Avenue,,2,2.0
1734,8919390,Holladay Avenue,,6,4.0
1735,8919393,Battery Dynamite Road,,8,2.0
1736,8919394,Moulton Street,,4,2.0
1737,8919397,39th Avenue,,8,2.0
1738,8919398,39th Avenue,,6,2.0
1739,8919399,39th Avenue,,8,2.0
1740,8919400,Richards Circle,,2,1.0
1741,8919401,18th Avenue,,17,3.0
1742,8919402,18th Avenue,,12,2.0
1743,8919403,Essex Street,,5,2.0
1744,8919405,Stillman Street,,1,3.0
1745,8919406,Fairfield Way,,11,2.0
1746,8919407,Mallorca Way,,12,3.0
1747,8919408,Regent Street,,2,3.0
1748,8919409,Nido Avenue,,6,2.0
1749,8919410,Crown Terrace,,9,2.0
1750,8919412,Buena Vista Avenue West,,26,2.0
1751,8919413,Caledonia Street,,3,3.0
1752,8919414,Wilmot Street,,2,2.0
1753,8919415,Pontiac Street,,1,1.0
1754,8919421,Ocean Avenue,,11,2.0
1755,8919427,Ocean Avenue,,1,4.0
1756,8919428,Saturn Street,,6,2.0
1757,8919431,Casa Way,,4,3.0
1758,8919433,Jennifer Place,,1,1.0
1759,8919434,Del Vale Avenue,,26,2.0
1760,8919436,McNair Court,,10,2.0
1761,8919438,McNair Court,,5,2.0
1762,8919440,Edie Road,,8,3.0
1763,8919441,Rice Street,,5,2.0
1764,8919443,Willow Street,,1,2.0
1765,8919445,Willow Street,,3,2.0
1766,8919446,Willow Street,,1,3.0
1767,8919447,Reed Street,,1,2.0
1768,8919448,22nd Avenue,,1,4.0
1769,8919450,22nd Avenue,,10,2.0
1770,8919451,22nd Avenue,,10,2.0
1771,8919454,41st Avenue,,8,2.0
1772,8919455,41st Avenue,,7,4.0
1773,8919458,Clover Lane,,3,2.0
1774,8919459,Clarence Place,,1,2.0
1775,8919460,Vega Street,,4,2.0
1776,8919461,Annie Street,,1,3.0
1777,8919462,Belle Avenue,,2,2.0
1778,8919464,Caire Terrace,,5,1.0
1779,8919466,Yerba Buena Drive,,11,3.0
1780,8919467,Spreckels Lake Drive,,23,2.0
1781,8919468,Riley Avenue,,4,3.0
1782,8919470,Pinto Avenue,,1,2.0
1783,8919471,Burritt Street,,1,2.0
1784,8919473,Van Ness Avenue,,10,3.0
1785,8919475,Van Ness Avenue,,5,4.0
1786,8919477,Rome Street,,9,2.0
1787,8919478,Digby Street,,17,3.0
1788,8919481,Truett Street,,2,1.0
1789,8919484,Graham Street,,1,3.0
1790,8919486,Grafton Avenue,,11,3.0
1791,8919487,Berkshire Way,,2,4.0
1792,8919488,Pfeiffer Street,,2,3.0
1793,8919490,Newhall Street,,6,3.0
1794,8919491,Newhall Street,,1,1.0
1795,8919494,Southern Heights Avenue,,5,2.0
1796,8919495,Farallones Street,,6,2.0
1797,8919498,Tompkins Avenue,,8,3.0
1798,8919503,Lawrence Avenue,,5,2.0
1799,8919504,Robinhood Drive,,27,2.0
1800,8919506,Staples Avenue,,15,2.0
1801,8919507,Woodside Avenue,,39,4.0
1802,8919510,Woodside Avenue,,3,4.0
1803,8919511,Mojave Street,,2,2.0
1804,8919512,Lucerne Street,,1,1.0
1805,8919514,Seville Street,,28,2.0
1806,8919519,Taylor Street,,5,4.0
1807,8919520,Bruce Avenue,,2,2.0
1808,8919521,Long Avenue,,14,3.0
1809,8919522,Halyburton Court,,3,1.0
1810,8919523,Hiliritas Avenue,,7,2.0
1811,8919524,Icehouse Alley,,1,2.0
1812,8919526,Macedonia Street,,1,2.0
1813,8919527,Otsego Avenue,,11,3.0
1814,8919528,San Gabriel Avenue,,1,2.0
1815,8919529,San Gabriel Avenue,,1,2.0
1816,8919531,Van Buren Street,,7,2.0
1817,8919537,Corbett Avenue,,27,4.0
1818,8919540,Portola Drive,,3,3.0
1819,8919542,Augusta Street,,6,2.0
1820,8919543,Conrad Street,,6,2.0
1821,8919544,Alvarado Street,,1,2.0
1822,8919545,Alvarado Street,,4,2.0
1823,8919546,Alvarado Street,,2,2.0
1824,8919547,Jack Micheline Place,,1,2.0
1825,8919551,Bayshore Boulevard,,3,2.0
1826,8919585,Meda Avenue,,2,3.0
1827,8919586,Medau Place,,1,1.0
1828,8919590,Niagara Avenue,,11,2.0
1829,8919592,Varennes Street,,3,2.0
1830,8919593,Via Buffano,,3,2.0
1831,8919594,Point Lobos Avenue,,9,4.0
1832,8919595,Pond Street,,1,2.0
1833,8919596,Dunnes Alley,,2,2.0
1834,8919598,Gallagher Lane,,1,2.0
1835,8919599,Trinity Place,,1,2.0
1836,8919601,Salmon Street,,2,1.0
1837,8919604,Tehama Street,,1,3.0
1838,8919605,Tehama Street,,1,2.0
1839,8919606,Tehama Street,,3,3.0
1840,8919607,Battery Chamberlin Road,,25,1.0
1841,8919608,Green Street,,13,3.0
1842,8919609,Green Street,,21,5.0
1843,8919610,Retiro Way,,4,4.0
1844,8919613,Sunrise Way,,3,2.0
1845,8919614,Christopher Drive,,29,2.0
1846,8919615,Jack London Alley,,2,2.0
1847,8919616,Jack London Alley,,2,2.0
1848,8919617,La Bica Way,,1,2.0
1849,8919619,Peek Lane,,1,1.0
1850,8919620,Todd Street,,4,3.0
1851,8919621,Todd Street,,5,2.0
1852,8919622,Issleib,,4,2.0
1853,8919623,Allison Street,,9,2.0
1854,8919624,Ward Street,,3,3.0
1855,8919625,Gabilan Way,,1,2.0
1856,8919626,Bartlett Street,,6,2.0
1857,8919627,Naylor Street,,4,2.0
1858,8919628,Lake Forest Court,,2,2.0
1859,8919629,Northgate Drive,,8,3.0
1860,8919630,Rockaway Avenue,,13,2.0
1861,8919631,Osage Street,,1,3.0
1862,8919632,Cosgrove Street,,3,1.0
1863,8919633,Gardenside Drive,,24,2.0
1864,8919634,Clairview Court,,7,2.0
1865,8919637,Cityview Way,,2,3.0
1866,8919640,Veterans Dr; Fort Miley 7,,16,3.0
1867,8919646,Veterans Drive,,86,3.0
1868,8919647,Radio Terrace,,10,2.0
1869,8919650,Utah Street,,1,4.0
1870,8919651,Utah Street,,1,3.0
1871,8919652,Bertie Minor Lane,,1,2.0
1872,8919653,Rockwood Court,,16,1.0
1873,8919654,Allston Way,,13,2.0
1874,8919655,Blair Terrace,,3,2.0
1875,8919656,Cole Street,,9,4.0
1876,8919657,Cole Street,,2,2.0
1877,8919658,Cole Street,,3,2.0
1878,8919659,Lake Merced Boulevard,,12,3.0
1879,8919661,Lake Merced Boulevard,,4,4.0
1880,8919662,Lake Merced Boulevard,,9,4.0
1881,8919664,Rankin Street,,1,2.0
1882,8919665,Rankin Street,,2,2.0
1883,8919666,Rankin Street,,4,3.0
1884,8919667,Blake Street,,1,3.0
1885,8919668,Havelock Street,,5,2.0
1886,8919669,Havelock Street,,6,2.0
1887,8919677,Danvers Street,,5,2.0
1888,8919690,Danvers Street,,3,2.0
1889,8919695,Toland Street,,5,5.0
1890,8919696,Ora Way,,29,2.0
1891,8919697,De Wolf Street,,3,2.0
1892,8919698,Tocoloma Avenue,,13,2.0
1893,8919699,Sal Street,,1,2.0
1894,8919702,Ordway Street,,6,3.0
1895,8919703,Mark Lane,,2,2.0
1896,8919704,Warner Place,,2,1.0
1897,8919705,Stillwell Road,,27,3.0
1898,8919706,Mendosa Avenue,,2,3.0
1899,8919707,Mendosa Avenue,,2,1.0
1900,8919709,Jules Avenue,,6,3.0
1901,8919710,Mateo Street,,4,2.0
1902,8919711,Crescio Court,,2,1.0
1903,8919712,Naples Street,,13,4.0
1904,8919714,Coralino Lane,,2,2.0
1905,8919716,Tulip Alley,,1,1.0
1906,8919717,Midway Street,,1,2.0
1907,8919718,Clearview Court,,3,1.0
1908,8919719,Grand View Avenue,,11,4.0
1909,8919720,Grand View Avenue,,3,3.0
1910,8919721,Stevens Alley,,1,2.0
1911,8919722,Amador Street,,9,2.0
1912,8919723,Wallen Street,,10,1.0
1913,8919725,Keith Street,,6,4.0
1914,8919726,Keith Street,,1,3.0
1915,8919727,Keith Street,,6,2.0
1916,8919728,Keith Street,,24,2.0
1917,8919729,Clark Street,,8,2.0
1918,8919730,Hodges Alley,,1,1.0
1919,8919731,Rousseau Street,,2,3.0
1920,8919732,Nellie Street,,2,2.0
1921,8919733,Lone Mountain Terrace,,3,2.0
1922,8919735,Horn Avenue,,5,3.0
1923,8919737,Margrave Place,,2,1.0
1924,8919738,Stanford Street,,1,2.0
1925,8919740,Cornwall Street,,3,3.0
1926,8919741,Wright Loop,,7,5.0
1927,8919742,Wright Loop,,11,2.0
1928,8919744,Chabot Terrace,,2,2.0
1929,8919745,Santa Rosa Avenue,,9,2.0
1930,8919746,Kempton Avenue,,1,2.0
1931,8919748,Italy Avenue,,9,2.0
1932,8919749,Country Club Drive,,33,3.0
1933,8919750,Terrace Walk,,1,2.0
1934,8919751,Anglo Alley,,2,2.0
1935,8919752,Storey Avenue,,6,3.0
1936,8919754,Acme Alley,,1,2.0
1937,8919755,Jasper Place,,3,2.0
1938,8919757,Saint George Alley,,1,2.0
1939,8919760,Paris Street,,15,3.0
1940,8919763,North State Drive,,8,2.0
1941,8919767,Ventura Avenue,,13,2.0
1942,8919768,Del Monte Street,,1,2.0
1943,8919769,Del Monte Street,,1,2.0
1944,8919770,Still Street,,9,3.0
1945,8919771,Lyell Street,,6,4.0
1946,8919773,Robinson Street,,4,3.0
1947,8919774,Parker Avenue,,3,4.0
1948,8919776,Springfield Drive,,3,2.0
1949,8919778,Lester Court,,1,1.0
1950,8919780,Arbol Lane,,3,2.0
1951,8919782,Blanken Avenue,,8,3.0
1952,8919784,Lurline Street,,6,3.0
1953,8919785,Mirando Way,,1,3.0
1954,8919787,Mirando Way,,7,2.0
1955,8919790,Holloway Avenue,,5,3.0
1956,8919793,Lower Terrace,,13,4.0
1957,8919794,Grace Street,,1,2.0
1958,8919799,Edgehill Way,,30,3.0
1959,8919803,Edgehill Way,,15,2.0
1960,8919808,Macarthur Avenue,,15,2.0
1961,8919811,Macarthur Avenue,,12,3.0
1962,8919813,Macarthur Avenue,,4,2.0
1963,8919814,Macarthur Avenue,,3,5.0
1964,8919816,Krausgrill Place,,1,1.0
1965,8919818,Seawell Lane,,4,1.0
1966,8919821,El Verano Way,,26,3.0
1967,8919824,Pilgram Avenue,,1,1.0
1968,8919826,Inca Lane,,2,1.0
1969,8919828,Henry Street,,3,2.0
1970,8919832,Dellbrook Avenue,,75,2.0
1971,8919834,Garcia Avenue,,3,5.0
1972,8919835,Garcia Avenue,,1,2.0
1973,8919838,Garcia Avenue,,9,5.0
1974,8919843,Marlin Court,,8,1.0
1975,8919847,Leo Street,,1,2.0
1976,8919851,Steiner Street,,2,4.0
1977,8919853,Sibert Lane,,1,1.0
1978,8919854,Lakewood Avenue,,1,2.0
1979,8919855,Bellair Place,,1,3.0
1980,8919857,Larch Street,,1,2.0
1981,8919859,Ramsel Court,,7,2.0
1982,8919860,Ramsel Court,,2,2.0
1983,8919864,Chenery Street,,21,4.0
1984,8919866,Sawyer Street,,11,3.0
1985,8919867,North Hughes Lane,,2,1.0
1986,8919872,Sherman Street,,3,2.0
1987,8919873,Normandie Terrace,,1,1.0
1988,8919874,Watchman Way,,8,1.0
1989,8919877,Middlefield Drive,,1,4.0
1990,8919882,Myra Way,,50,3.0
1991,8919886,Aladdin Terrace,,1,3.0
1992,8919887,Maiden Lane,,1,3.0
1993,8919889,Kenwood Way,,23,3.0
1994,8919891,Ramona Avenue,,2,2.0
1995,8919893,South Van Horn Lane,,2,1.0
1996,8919899,Cesar Chavez Street,,5,4.0
1997,8919908,Cesar Chavez Street,,2,4.0
1998,8919909,Cameron Way,,16,2.0
1999,8919910,Arago Street,,2,2.0
2000,8919911,Heyman Avenue,,1,2.0
2001,8919913,Ewing Terrace,,5,3.0
2002,8919914,Ewing Terrace,,1,2.0
2003,8919918,Magellan Avenue,,5,4.0
2004,8919919,Magellan Avenue,,9,4.0
2005,8919923,Reeves Court,,2,1.0
2006,8919925,Osgood Place,,1,2.0
2007,8919927,Sargent Street,,11,5.0
2008,8919929,Enterprise Street,,1,1.0
2009,8919930,Hernandez Avenue,,28,3.0
2010,8919932,Oakdale Avenue,,3,4.0
2011,8919938,Ellsworth Street,,5,3.0
2012,8919940,Ellsworth Street,,5,3.0
2013,8919942,Tuscany Alley,,1,2.0
2014,8919945,Wiese Street,,1,2.0
2015,8919946,Seward Street,,7,2.0
2016,8919947,Dore Street,,4,2.0
2017,8919948,Dore Street,,1,3.0
2018,8919954,Henry Adams Street,,9,3.0
2019,8919955,Tulane Street,,4,1.0
2020,8919957,Juniper Street,,1,1.0
2021,8919961,South Lake Merced Hills Street,2,24,2.0
2022,8919965,South Lake Merced Hills Street,2,7,2.0
2023,8919969,Hunters Point Boulevard,,11,3.0
2024,8919971,Morningside Drive,,14,2.0
2025,8919973,La Ferrera Terrace,,1,1.0
2026,8919976,Elmira Street,,2,2.0
2027,8919978,Elmira Street,,2,2.0
2028,8919980,Benton Avenue,,8,2.0
2029,8919981,Benton Avenue,,9,3.0
2030,8919982,Benton Avenue,,5,3.0
2031,8919985,Park Boulevard,,32,4.0
2032,8919991,Park Boulevard,,46,3.0
2033,8919994,Park Boulevard,,5,4.0
2034,8919997,Montalvo Avenue,,12,2.0
2035,8919999,Daniel Burnham Court,,1,2.0
2036,8920004,Maywood Drive,,66,2.0
2037,8920006,Progress Street,,5,1.0
2038,8920008,Sergeant John V Young Lane,,3,2.0
2039,8920010,Encline Court,,12,2.0
2040,8920011,Stoneridge Lane,,1,2.0
2041,8920012,Stoneridge Lane,,8,2.0
2042,8920013,West Clay Street,,11,2.0
2043,8920014,Germania Street,,2,2.0
2044,8920015,Waterville Street,,1,3.0
2045,8920016,Waterville Street,,4,2.0
2046,8920018,40th Avenue,,8,2.0
2047,8920021,40th Avenue,,8,2.0
2048,8920024,Santa Cruz Avenue,,8,2.0
2049,8920025,Ortega Way,,1,3.0
2050,8920026,Cragmont Avenue,,16,2.0
2051,8920028,Adolph Sutro Court,,2,1.0
2052,8920032,Hunters Point Expressway,,31,2.0
2053,8920034,Lincoln Court,,3,1.0
2054,8920036,Saint Charles Avenue,,3,1.0
2055,8920037,Saint Charles Avenue,,1,2.0
2056,8920038,Filbert Steps,,5,2.0
2057,8920039,Storrie Street,,3,3.0
2058,8920040,Cypress Street,,2,2.0
2059,8920041,Reposa Way,,3,3.0
2060,8920043,Franklin Street,,6,3.0
2061,8920045,Winston Drive,,8,4.0
2062,8920048,Orben Place,,1,2.0
2063,8920049,Lapham Way,,10,3.0
2064,8920050,Lapham Way,,4,1.0
2065,8920054,Edinburgh Street,,11,2.0
2066,8920055,Wright Court,,3,1.0
2067,8920058,Newcomb Avenue,,10,4.0
2068,8920061,Newcomb Avenue,,3,4.0
2069,8920065,Newcomb Avenue,,6,2.0
2070,8920067,4th Avenue,,5,2.0
2071,8920068,4th Avenue,,9,3.0
2072,8920071,Crescent Avenue,,9,3.0
2073,8920072,Crescent Avenue,,2,4.0
2074,8920074,Howard Court,,12,1.0
2075,8920076,Flora Street,,1,2.0
2076,8920077,Taber Place,,2,2.0
2077,8920083,Galvez Ave; Hawes Street,,12,3.0
2078,8920084,Galvez Avenue,,8,2.0
2079,8920087,Galvez Avenue,,1,2.0
2080,8920088,Galvez Avenue,,2,3.0
2081,8920089,Garrison Avenue,,8,2.0
2082,8920090,Redwood Street,,1,2.0
2083,8920092,Redwood Street,,1,1.0
2084,8920093,Bernard Street,,2,2.0
2085,8920094,J Street,,8,2.0
2086,8920096,Thomas Mellon Circle,,25,3.0
2087,8920098,Thomas Mellon Circle,,4,3.0
2088,8920099,Thomas Mellon Circle,,3,4.0
2089,8920106,Octavia Street,,6,4.0
2090,8920107,Rausch Street,,2,2.0
2091,8920108,Grand View Terrace,,3,1.0
2092,8920109,Griffith Street,,1,3.0
2093,8920110,Griffith Street,,3,2.0
2094,8920112,Alice Griffith Street,,22,3.0
2095,8920114,Griffith Street,,1,2.0
2096,8920116,Griffith Street,,3,2.0
2097,8920117,Parnassus Avenue,,4,4.0
2098,8920119,Ohlone Way,,5,2.0
2099,8920124,Great Highway,2,17,3.0
2100,8920126,Fort Mason 10,,19,2.0
2101,8920129,21st Avenue,,17,3.0
2102,8920132,21st Avenue,,4,4.0
2103,8920134,21st Avenue,,2,4.0
2104,8920137,Hillcrest Court,,4,3.0
2105,8920145,4th Street,,2,3.0
2106,8920149,Peter Yorke Way,,7,2.0
2107,8920150,Blanche Street,,2,2.0
2108,8920151,Peters Avenue,,1,1.0
2109,8920152,Marvel Court,,1,1.0
2110,8920153,Fort Mason 11,,12,3.0
2111,8920154,Merlin Street,,1,1.0
2112,8920155,Westwood Drive,,45,2.0
2113,8920160,Edith Street,,1,1.0
2114,8920164,Fort Mason 12,,4,3.0
2115,8920166,Gold Street,,2,2.0
2116,8920168,Cosmo Place,,3,2.0
2117,8920172,Montague Place,,1,2.0
2118,8920173,Fort Mason 13,,7,2.0
2119,8920174,Junior Terrace,,3,2.0
2120,8920175,Ney Street,,9,2.0
2121,8920178,Harrington Street,,1,2.0
2122,8920179,Dow Place,,3,1.0
2123,8920181,McAllister Street,,3,3.0
2124,8920182,McAllister Street,,1,3.0
2125,8920184,McAllister Street,,7,3.0
2126,8920185,Miller Place,,1,1.0
2127,8920189,Gaiser Court,,1,2.0
2128,8920190,Porter Street,,2,2.0
2129,8920192,Himmelmann Place,,2,2.0
2130,8920195,Beatrice Lane,,12,2.0
2131,8920197,Van Keuran Avenue,,2,2.0
2132,8920201,Jean Way,,3,3.0
2133,8920202,Paloma Avenue,,16,2.0
2134,8920203,Birch Street,,1,2.0
2135,8920204,Phelan Avenue,,3,4.0
2136,8920205,Lane Street,,1,1.0
2137,8920207,Lane Street,,6,2.0
2138,8920209,Lane Street,,25,2.0
2139,8920210,Lisbon Street,,12,2.0
2140,8920211,Lynch Street,,3,2.0
2141,8920212,Paulding Street,,3,2.0
2142,8920213,Bliss Court,,3,1.0
2143,8920214,Admiral Avenue,,6,2.0
2144,8920215,Fort Mason 16,,6,2.0
2145,8920216,Lancaster Lane,,1,2.0
2146,8920217,Amatury Loop,,10,1.0
2147,8920218,Amatury Loop,,24,2.0
2148,8920219,Amatury Loop,,2,3.0
2149,8920220,Cross Street,,2,2.0
2150,8920221,Potomac Street,,1,2.0
2151,8920222,Ledyard Street,,8,3.0
2152,8920223,Avila Street,,4,3.0
2153,8920224,Avila Street,,7,3.0
2154,8920226,Church Access Road,,3,2.0
2155,8920230,Annapolis Terrace,,1,2.0
2156,8920231,Knollview Way,,18,2.0
2157,8920232,Del Sur Avenue,,11,2.0
2158,8920236,Coral Court,,1,1.0
2159,8920238,Anthony Street,,2,2.0
2160,8920240,Julia Street,,1,2.0
2161,8920241,Tiffany Avenue,,2,3.0
2162,8920242,Lapu Lapu Street,,2,2.0
2163,8920243,Whiting Street,,2,2.0
2164,8920244,Chester Avenue,,4,2.0
2165,8920245,Chester Avenue,,4,2.0
2166,8920246,Chester Avenue,,1,2.0
2167,8920251,Sharp Place,,1,2.0
2168,8920252,Worth Street,,1,2.0
2169,8920254,Hussey Street,,8,2.0
2170,8920256,Macalla Road,,31,2.0
2171,8920267,Oak Park Drive,,26,2.0
2172,8920269,Adele Court,,1,1.0
2173,8920271,Scott Alley,,1,1.0
2174,8920272,School Alley,,1,1.0
2175,8920274,Vesta Street,,1,3.0
2176,8920276,Taylor Road,,7,2.0
2177,8920277,Belden Place,,1,2.0
2178,8920279,Fountain Street,,2,2.0
2179,8920281,Shipley Street,,4,2.0
2180,8920283,Hollywood Court,,1,2.0
2181,8920284,Brook Street,,2,3.0
2182,8920285,Saint Germain Avenue,,2,2.0
2183,8920287,Dunsmuir Street,,1,2.0
2184,8920290,Orizaba Avenue,,6,3.0
2185,8920291,Orizaba Avenue,,1,1.0
2186,8920294,Scenic Way,,1,3.0
2187,8920295,Friendship Court,,1,2.0
2188,8920298,Collingwood Street,,7,2.0
2189,8920301,Hill Street,,1,3.0
2190,8920303,Hill Street,,1,2.0
2191,8920306,Fell Street,,2,3.0
2192,8920308,Lakeshore Drive,,1,3.0
2193,8920310,Lakeshore Drive,,43,3.0
2194,8920314,Chicago Way,,38,3.0
2195,8920319,George Court,,4,1.0
2196,8920321,Matthew Court,,1,1.0
2197,8920322,R Street,,2,2.0
2198,8920323,McLea Court,,1,2.0
2199,8920324,Wyton Lane,,3,2.0
2200,8920332,D Street,,4,3.0
2201,8920335,West Point Road,,7,2.0
2202,8920338,Larkin Street,,3,4.0
2203,8920342,Larkin Street,,1,2.0
2204,8920343,Felix Avenue,,1,2.0
2205,8920344,Balmy Street,,1,2.0
2206,8920345,Mountview Court,,4,2.0
2207,8920346,26th Street,,34,4.0
2208,8920349,26th Street,,5,2.0
2209,8920351,Juanita Way,,1,2.0
2210,8920357,Scotland Street,,2,2.0
2211,8920358,Diaz Avenue,,2,2.0
2212,8920372,El Camino del Mar,,11,4.0
2213,8920373,Claremont Boulevard,,1,4.0
2214,8920375,Atoll Circle,,2,1.0
2215,8920376,Moultrie Street,,3,2.0
2216,8920379,Homestead Street,,2,2.0
2217,8920380,Gibson Road,,2,2.0
2218,8920381,Doublerock Street,,1,2.0
2219,8920382,Argonaut Avenue,,10,2.0
2220,8920383,Argonaut Avenue,,8,2.0
2221,8920386,Beckett Street,,1,2.0
2222,8920387,North Gate Road,,17,3.0
2223,8920389,North Gate Road,,18,4.0
2224,8920391,King Street,,9,4.0
2225,8920394,King Street,,15,4.0
2226,8920402,Arguello Boulevard,,11,3.0
2227,8920404,Shannon Street,,2,2.0
2228,8920405,Zircon Place,,2,1.0
2229,8920406,Custom House Place,,1,2.0
2230,8920409,Westside Drive,,9,2.0
2231,8920411,Chase Court,,1,1.0
2232,8920414,Harding Road,,32,3.0
2233,8920415,Egbert Avenue,,6,2.0
2234,8920416,Egbert Avenue,,2,2.0
2235,8920417,Egbert Avenue,,5,2.0
2236,8920426,Marietta Drive,,44,4.0
2237,8920427,Rae Avenue,,4,2.0
2238,8920428,Avon Way,,1,2.0
2239,8920429,Marist Street,,2,1.0
2240,8920432,Roosevelt Way,2,8,4.0
2241,8920435,Ahern Way,,2,2.0
2242,8920438,Upper Service Road,,46,3.0
2243,8920439,Nahua Avenue,,6,2.0
2244,8920444,Langton Street,,1,2.0
2245,8920445,Langton Street,,2,3.0
2246,8920448,Stanley Street,,3,2.0
2247,8920450,Kiska Road,,13,2.0
2248,8920452,Harriet Street,,4,2.0
2249,8920455,Roscoe Street,,2,2.0
2250,8920456,Sylvan Drive,,2,2.0
2251,8920457,Roach Street,,1,2.0
2252,8920458,Newburg Street,,2,2.0
2253,8920459,Alviso Street,,12,2.0
2254,8920460,Via Ferlinghetti,,1,2.0
2255,8920461,Grove Street,,6,4.0
2256,8920463,Grove Street,,4,3.0
2257,8920465,Palou Avenue,,1,4.0
2258,8920467,Whitfield Court,,2,1.0
2259,8920468,Freeman Court,,1,2.0
2260,8920491,Quintara Street,,11,2.0
2261,8920493,Quintara Street,,1,4.0
2262,8920495,Windsor Place,,1,1.0
2263,8920496,Sydney Way,,1,2.0
2264,8920498,Sydney Way,,14,3.0
2265,8920500,Red Rock Way,,23,3.0
2266,8920502,Vistaview Court,,2,1.0
2267,8920503,Cleo Rand Lane,,1,1.0
2268,8920505,Rico Way,,5,2.0
2269,8920508,Connecticut Street,,2,4.0
2270,8920510,Connecticut Street,,2,4.0
2271,8920513,McLaren Avenue,,8,2.0
2272,8920514,Waverly Place,,2,2.0
2273,8920516,Barcelona Avenue,,4,2.0
2274,8920517,Merriam Lane,,3,1.0
2275,8920518,Tucker Avenue,,3,2.0
2276,8920519,Pierce Street,,7,2.0
2277,8920520,Pierce Street,,8,2.0
2278,8920521,Pierce Street,,9,4.0
2279,8920523,Pierce Street,,1,4.0
2280,8920524,Pico Avenue,,1,2.0
