"code","arr","bda","cir","nom","numRue","numSup","rue","lat","lon","insT1","blaT1","jolT1","lepT1","sarT1","melT1","pouT1","artT1","cheT1","bayT1","dupT1","holT1","insT2","blaT2","holT2","sarT2"
5687,17,12,3,"École élémentaire",23,"","Avenue de Saint-Ouen",48.888974,2.326112,1668,12,67,69,334,152,9,6,3,143,16,505,1671,52,834,487
5688,17,13,3,"École élémentaire",19,"","Rue du Capitaine-Lagache",48.892075,2.325689,1537,11,76,71,243,158,5,1,3,126,8,485,1540,33,792,404
5689,17,14,3,"École élémentaire",19,"","Rue du Capitaine-Lagache",48.892075,2.325689,1473,8,53,77,343,116,2,3,1,133,10,426,1473,33,662,503
5690,17,15,3,"École maternelle",21,"","Rue du Capitaine-Lagache",48.892157,2.325457,1578,21,52,73,337,144,13,4,2,126,8,481,1579,32,765,501
5691,17,16,3,"École élémentaire",61,"","Rue de la Jonquière",48.894042,2.321162,1525,15,68,82,266,163,7,4,2,109,11,472,1528,38,775,402
5692,17,17,3,"École élémentaire",61,"","Rue de la Jonquière",48.894042,2.321162,1513,21,29,132,211,163,17,5,1,83,12,468,1514,51,748,371
5693,17,18,3,"École élémentaire",92,"","Boulevard Bessieres",48.896328,2.31884,1712,22,46,122,278,130,11,12,3,112,16,509,1713,60,776,456
5694,17,19,3,"École élémentaire",92,"","Boulevard Bessieres",48.896328,2.31884,1634,21,29,105,224,162,15,5,5,79,17,537,1634,54,820,360
5695,17,20,3,"École maternelle",1,"","Rue Jacques-Kellner",48.896611,2.32494,1530,19,25,166,255,146,9,7,0,66,9,446,1531,49,707,432
5696,17,21,3,"École maternelle",1,"","Rue Jacques-Kellner",48.896611,2.32494,1586,10,47,92,298,153,9,5,4,121,10,470,1586,42,774,476
5697,17,22,3,"Lycée d'enseignement commercial",1,"","Rue Arthur-Brière",48.89508,2.327665,1517,14,76,72,340,138,10,2,4,112,13,457,1519,35,732,498
5698,17,23,3,"École maternelle",12,"","Passage Saint-Ange",48.896436,2.327516,1584,25,23,142,225,167,13,6,1,69,19,530,1583,62,791,389
5699,17,24,3,"École maternelle",48,"","Rue de Saussure",48.885162,2.315172,1252,10,34,53,366,68,7,2,2,166,7,288,1255,32,437,530
5700,17,25,3,"École maternelle",48,"","Rue de Saussure",48.885162,2.315172,1393,12,35,53,499,80,4,2,5,149,8,302,1395,27,482,666
5701,17,26,3,"École élémentaire",49,"","Rue Legendre",48.885231,2.316067,1421,13,43,60,519,65,3,2,2,156,20,293,1423,35,472,679
5702,17,27,3,"École élémentaire",20,"","Rue Jouffroy-d'Abbans",48.886287,2.310562,1607,17,47,77,527,78,3,1,4,168,13,360,1608,49,537,727
5703,17,28,3,"École élémentaire",20,"","Rue Jouffroy-d'Abbans",48.886287,2.310562,1593,9,32,58,660,67,4,1,10,152,12,258,1594,35,425,890
5704,17,29,3,"École maternelle",8,"","Rue des Tapisseries",48.888145,2.30763,1176,14,12,53,467,71,4,0,1,84,14,248,1176,30,385,585
5705,17,30,4,"Lycée Carnot",145,"","Boulevard Malesherbes",48.884647,2.307897,1517,17,20,59,708,47,3,0,2,154,6,209,1517,31,346,913
5706,17,31,4,"Lycée Carnot",145,"","Boulevard Malesherbes",48.884647,2.307897,1519,8,13,55,777,36,3,0,2,136,7,191,1518,22,295,988
5707,17,32,4,"Lycée Carnot",145,"","Boulevard Malesherbes",48.884647,2.307897,1480,14,34,63,689,53,7,2,4,126,11,244,1486,34,400,866
5708,17,33,4,"École élémentaire",18,"","Rue Ampère",48.885221,2.304881,1430,21,18,62,722,42,2,2,1,102,9,180,1430,33,276,932
5709,17,34,4,"École élémentaire",18,"","Rue Ampère",48.885221,2.304881,1496,7,34,41,825,29,1,1,3,122,5,160,1500,26,263,1042
5710,17,35,4,"École maternelle Gustave Doré",2,"","Rue Charles-Gerhardt",48.886088,2.303193,1564,10,20,56,796,51,0,0,4,130,7,221,1565,21,327,985
5711,17,36,4,"École élémentaire",112,"","Boulevard Berthier",48.889305,2.302057,1475,10,25,144,371,122,9,1,1,105,20,370,1475,43,597,583
5712,17,37,4,"École élémentaire",112,"","Boulevard Berthier",48.889305,2.302057,1323,8,22,75,673,27,1,2,1,100,10,169,1325,19,233,879
5713,17,38,4,"École élémentaire",112,"","Boulevard Berthier",48.889305,2.302057,1422,8,27,124,491,96,6,0,1,85,15,293,1423,47,466,681
5714,17,39,4,"École élémentaire",40,"","Boulevard de Reims",48.888065,2.295196,1428,26,22,151,279,109,11,6,2,80,16,392,1429,58,604,462
5715,17,40,4,"École élémentaire",40,"","Boulevard de Reims",48.888065,2.295196,1512,19,30,102,604,91,4,5,3,107,14,261,1510,42,419,810
5716,17,41,4,"École maternelle",31,"","Rue des Renaudes",48.880734,2.297754,1317,8,24,67,730,26,6,0,0,94,15,140,1318,29,233,900
5717,17,42,4,"École maternelle",31,"","Rue des Renaudes",48.880734,2.297754,1472,8,14,48,800,34,3,3,1,99,13,167,1472,27,268,988
5718,17,43,4,"École Hoteliere Jean Drouant",20,"","Rue Médéric",48.880726,2.30357,1460,13,22,45,805,31,2,0,3,130,4,160,1460,25,276,993
5995,17,44,4,"École Hoteliere Jean Drouant",20,"","Rue Médéric",48.880726,2.30357,1478,11,24,53,798,37,1,1,1,111,8,181,1478,33,282,971
5996,17,45,4,"École élémentaire",16,"","Rue Laugier",48.880309,2.296628,1540,14,30,61,767,39,3,0,2,124,8,232,1540,39,345,935
5997,17,46,4,"École élémentaire",16,"","Rue Laugier",48.880309,2.296628,1519,7,36,68,655,63,1,0,2,142,11,250,1519,33,400,837
5998,17,47,4,"Collège Andre Malraux",5,"bis","Rue Saint-Ferdinand",48.87884,2.29042,1438,7,33,61,668,51,0,0,2,122,11,177,1441,34,298,868
5999,17,48,4,"École maternelle",16,"","Rue du Colonel-Moll",48.878017,2.289972,1341,11,29,65,653,42,4,0,1,97,11,196,1344,23,299,823
6000,17,49,4,"École élémentaire",16,"","Rue du Colonel-Moll",48.878017,2.289972,1345,10,18,60,699,22,4,1,3,109,5,182,1347,30,276,840
6001,17,50,4,"Collège André Malraux",5,"bis","Rue Saint-Ferdinand",48.87884,2.29042,1441,8,18,54,693,41,8,1,3,114,16,201,1441,31,328,865
6002,17,51,4,"École élémentaire",221,"","Boulevard Pereire",48.880513,2.289325,1385,13,23,60,676,49,1,2,4,108,13,172,1385,34,291,857
6003,17,52,4,"École maternelle",221,"","Boulevard Pereire",48.880513,2.289325,1413,16,17,60,680,40,6,1,6,127,8,196,1414,27,297,856
6004,17,53,4,"École Blanche de Castille",8ter,"","Rue Roger-Bacon",48.882642,2.289458,1616,11,26,85,811,51,4,0,1,133,18,206,1615,22,342,1017
6005,17,54,4,"Residence des Ternes",28,"","Rue Bayen",48.880816,2.293266,1416,13,30,63,700,36,3,2,4,118,10,184,1419,29,306,869
6006,17,55,4,"Residence des Ternes",28,"","Rue Bayen",48.880816,2.293266,1593,18,33,68,776,48,7,0,1,119,6,227,1592,43,364,977
6007,17,56,4,"École Blanche de Castille",8ter,"","Rue Roger-Bacon",48.882642,2.289458,1566,14,25,73,646,53,5,1,1,119,20,280,1567,37,402,857
6008,17,57,4,"École maternelle",6,"","Rue Louis-Vierne",48.888296,2.289902,1434,15,24,114,501,78,7,2,1,98,15,260,1434,34,429,707
6009,17,58,4,"École maternelle",22,"","Avenue de la Porte-de-Villiers",48.885136,2.285058,1536,27,39,109,578,73,4,2,8,86,4,324,1536,49,468,769
6010,17,59,4,"École élémentaire",7,"","Avenue de la Porte-de-Champerret",48.886248,2.286972,1335,10,20,70,647,34,5,1,0,95,9,170,1335,27,263,845
6660,17,60,4,"École maternelle",18,"","Rue Ampère",48.885221,2.304881,1552,5,29,59,854,33,5,0,1,108,15,180,1552,24,278,1055
6495,17,61,3,"École maternelle",61,"","Cite des Fleurs",48.893667,2.321156,1573,8,62,83,279,159,11,5,2,159,12,487,1575,52,795,452
6501,17,62,3,"École élémentaire",10,"","Rue Boursault",48.882797,2.320758,1349,15,40,46,496,67,6,1,2,146,11,297,1351,40,453,638
6492,17,63,3,"École élémentaire",10,"","Rue Boursault",48.882797,2.320758,1328,12,50,44,405,80,6,2,4,158,9,333,1327,37,528,561
6011,18,1,18,"Mairie d'arrondissement",1,"","Place Jules-Joffrin",48.89243,2.344809,1457,16,59,61,269,169,5,4,3,95,11,479,1476,39,754,401
6031,18,2,18,"Mairie d'arrondissement",1,"","Place Jules-Joffrin",48.89243,2.344809,1483,14,59,54,307,162,14,0,5,102,6,477,1484,23,781,437
6032,18,3,18,"Mairie d'arrondissement",1,"","Place Jules-Joffrin",48.89243,2.344809,1469,12,63,73,400,97,4,1,6,114,12,392,1469,38,635,542
6012,18,4,18,"École maternelle",77,"","Rue du Mont-Cenis",48.892331,2.344163,1650,17,64,96,289,179,7,1,1,126,11,525,1652,56,874,427
6013,18,5,18,"École élémentaire",20,"","Rue Hermel",48.891367,2.344448,1658,11,73,70,333,162,8,3,2,134,12,575,1659,47,900,472
6014,18,6,18,"École élémentaire",20,"","Rue Hermel",48.891367,2.344448,1684,10,85,70,240,212,16,10,2,109,11,588,1687,43,985,354
6015,18,7,18,"Lycée d'enseignement commercial",7,"","Rue Ferdinand-Flocon",48.891583,2.345896,1683,15,88,76,199,236,6,1,3,131,12,576,1684,53,1001,347
6016,18,8,18,"Lycée d'enseignement commercial",7,"","Rue Ferdinand-Flocon",48.891583,2.345896,1665,15,82,77,298,170,11,0,4,106,15,541,1667,44,864,466
6017,18,9,18,"École élémentaire",16,"bis","Rue Sainte-Isaure",48.894036,2.344284,1563,16,88,85,270,189,11,6,1,97,13,530,1562,41,885,382
6018,18,10,18,"École élémentaire",69,"","Rue Championnet",48.895817,2.344995,1598,21,91,77,180,206,12,3,3,123,9,538,1599,47,934,323
6860,18,11,18,"École élémentaire",69,"","Rue Championnet",48.895817,2.344995,1526,18,59,87,218,193,16,4,2,87,8,536,1527,42,872,360
6019,18,12,18,"École maternelle",72,"","Rue Championnet",48.895832,2.34484,1538,19,43,131,153,209,14,7,2,72,14,496,1539,62,842,288
6020,18,13,18,"Collège Maurice Utrillo",100,"","Boulevard Ney",48.898058,2.344527,1192,23,19,72,166,141,10,5,3,49,10,405,1193,42,631,255
6021,18,14,18,"École élémentaire",7,"","Rue Championnet",48.895204,2.352044,1775,16,88,95,213,236,14,8,1,94,10,585,1776,48,999,358
6022,18,15,18,"Collège Gérard Philipe",11,"","Rue Championnet",48.895283,2.351321,1438,17,47,72,167,195,14,3,0,89,12,547,1439,40,878,284
6023,18,16,18,"Collège Gérard Philipe",11,"","Rue Championnet",48.895283,2.351321,1447,7,70,76,178,177,15,6,2,88,8,517,1449,46,846,299
6024,18,17,18,"Collège Georges Clémenceau",41ter,"","Rue des Poissonniers",48.88876,2.351562,1730,19,95,77,165,249,12,11,3,90,13,634,1730,38,1079,283
6025,18,18,18,"École élémentaire",61,"","Rue de Clignancourt",48.887991,2.347874,1723,8,78,55,185,239,21,7,2,81,10,631,1723,34,1073,280
6026,18,19,18,"École élémentaire",61,"","Rue de Clignancourt",48.887991,2.347874,1625,16,72,49,181,229,21,5,5,102,12,539,1625,42,962,304
6027,18,20,18,"Gymanse Ronsard",2,"","Rue Ronsard",48.885193,2.344326,1535,25,82,65,166,223,7,7,4,94,6,542,1537,43,936,266
6861,18,21,18,"Gymnase Ronsard",2,"","Rue Ronsard",48.885193,2.344326,1543,14,90,54,205,194,4,6,4,95,10,571,1543,44,917,309
6028,18,22,18,"École élémentaire",1,"","Place Suzanne-Valadon",48.884382,2.342507,1375,13,72,61,230,142,8,3,1,101,5,459,1376,40,725,341
6030,18,23,18,"École élémentaire",1,"","Place Suzanne-Valadon",48.884382,2.342507,1339,13,70,63,235,162,6,4,2,95,5,433,1340,47,719,334
6029,18,24,18,"École maternelle",56,"","Rue d'Orsel",48.88351,2.340803,1430,12,68,52,280,169,14,5,1,104,6,438,1432,30,783,385
6033,18,25,18,"École maternelle",3,"","Place Constantin-Pecqueur",48.889111,2.338239,1371,11,58,42,421,94,2,3,0,100,7,392,1372,33,577,573
6036,18,26,18,"École élémentaire",15,"","Rue Houdon",48.883134,2.338466,1431,13,80,63,219,165,8,2,1,82,9,503,1433,34,815,337
6035,18,27,18,"École élémentaire",15,"","Rue Houdon",48.883134,2.338466,1408,12,93,40,246,157,8,4,3,106,8,460,1408,33,794,359
6034,18,28,18,"École élémentaire",62,"","Rue Lepic",48.886955,2.333882,1607,17,76,59,300,162,8,8,4,107,9,546,1605,39,867,440
6037,18,29,18,"École élémentaire",62,"","Rue Lepic",48.886955,2.333882,1603,10,76,82,320,169,11,2,0,104,16,481,1603,31,786,504
6038,18,30,18,"Lycée Technique Auguste Renoir",24,"","Rue Ganneron",48.887162,2.328568,1511,15,76,55,296,148,10,0,2,94,4,517,1510,34,803,395
6039,18,31,18,"Lycée Technique Auguste Renoir",24,"","Rue Ganneron",48.887162,2.328568,1697,10,73,87,309,170,11,7,0,133,10,496,1679,45,835,484
6040,18,32,18,"Collège Antoine Coysevox",16,"","Rue Coysevox",48.891581,2.329702,1587,11,64,87,298,168,6,4,6,124,9,494,1587,54,804,467
6041,18,33,18,"Collège Antoine Coysevox",16,"","Rue Coysevox",48.891581,2.329702,1628,13,50,115,308,158,10,5,6,113,6,512,1630,49,818,473
6042,18,34,18,"École élémentaire",29,"","Rue Joseph-de-Maistre",48.891542,2.330782,1646,16,53,86,316,182,11,3,7,122,20,493,1644,48,813,477
6043,18,35,18,"École maternelle",4,"","Square Lamarck",48.890532,2.335626,1479,15,51,71,367,142,7,4,1,121,7,414,1480,55,667,495
6044,18,36,18,"École maternelle",4,"","Square Lamarck",48.890532,2.335626,1449,13,66,69,286,135,8,0,1,121,15,491,1449,45,771,418
6045,18,37,18,"École élémentaire",65,"","Rue Damremont",48.891864,2.335096,1489,14,69,69,331,117,4,2,5,141,11,448,1491,63,711,477
6046,18,38,3,"École élémentaire",67,"","Rue Damremont",48.89201,2.3352,1557,12,78,70,293,182,5,5,3,120,11,485,1558,49,813,435
6047,18,39,3,"École élémentaire",67,"","Rue Damremont",48.89201,2.3352,1628,17,72,89,311,225,10,3,2,129,12,474,1628,34,851,472
6048,18,40,3,"École maternelle",4,"","Rue Vauvenargues",48.892054,2.33458,1520,17,48,67,351,139,12,3,7,126,21,466,1519,47,732,502
6049,18,41,3,"Collège Hector Berlioz",17,"","Rue Georgette-Agutte",48.895689,2.332861,1606,21,52,108,290,166,8,6,4,124,10,481,1605,59,781,442
6050,18,42,3,"Collège Hector Berlioz",17,"","Rue Georgette-Agutte",48.895689,2.332861,1599,19,32,106,250,175,16,6,3,81,10,522,1600,49,828,392
6051,18,43,3,"École élémentaire",44,"","Rue Vauvenargues",48.895038,2.331795,1620,18,51,114,304,161,9,5,3,81,9,502,1621,47,811,454
6052,18,44,3,"École élémentaire",129,"","Rue Belliard",48.896394,2.335546,1494,23,20,145,153,160,18,6,3,46,12,486,1495,48,747,289
6960,18,45,3,"École élémentaire",129,"","Rue Belliard",48.896394,2.335546,1565,16,44,82,192,199,7,6,1,69,17,593,1565,34,944,296
6053,18,46,3,"École élémentaire",129,"","Rue Belliard",48.896394,2.335546,1516,13,60,82,335,120,14,6,4,125,15,464,1517,36,726,516
5945,18,47,3,"École élémentaire",7,"","Rue Gustave-Rouanet",48.896339,2.340131,1778,13,88,80,289,198,14,8,3,139,15,581,1782,44,954,454
5946,18,48,3,"École élémentaire",7,"","Rue Gustave-Rouanet",48.896339,2.340131,1618,19,83,81,228,238,14,4,4,109,8,495,1618,49,912,341
5947,18,49,18,"École élémentaire B",60,"","Rue René-Binet",48.89917,2.33722,1045,11,8,101,118,98,7,5,1,19,2,366,1004,32,536,207
5948,18,50,18,"École élémentaire",19,"","Rue Fernand-Labori",48.899081,2.342356,1219,15,16,99,102,122,8,8,1,35,9,413,1219,39,654,198
5949,18,51,17,"École élémentaire",142,"","Rue des Poissonniers",48.896662,2.3528,1432,15,28,86,165,185,8,2,5,38,13,501,1432,42,813,239
5950,18,52,17,"École élémentaire",7,"","Rue Doudeauville",48.888962,2.359043,1609,15,69,97,191,214,11,3,6,75,9,573,1609,36,947,307
5951,18,53,17,"École élémentaire",5,"","Rue Pierre-Budin",48.889717,2.352871,1587,20,51,88,179,208,18,6,0,80,7,554,1587,31,935,286
5952,18,54,17,"École élémentaire",5,"","Rue Pierre-Budin",48.889717,2.352871,1717,16,62,96,162,275,16,5,3,71,11,642,1717,41,1106,255
5953,18,55,17,"École élémentaire",8,"","Rue Saint-Mathieu",48.886243,2.355262,1730,22,110,72,141,280,10,7,5,72,10,599,1731,42,1090,241
5954,18,56,17,"École élémentaire",9,"","Rue Richomme",48.886408,2.35208,1607,18,54,28,112,206,14,3,4,70,6,689,1607,22,1080,158
7060,18,57,17,"École élémentaire",9,"","Rue Richomme",48.886408,2.35208,1644,16,93,55,113,248,14,6,6,57,5,628,1647,35,1060,195
5955,18,58,17,"Annexe du Collège Marx Dormoy",8,"","Rue Jean-François-Lépine",48.886078,2.358124,1665,20,83,74,156,244,16,6,3,66,11,603,1665,36,995,261
5956,18,59,17,"Collège Aimé Césaire",22,"","Rue Pajol",48.889257,2.362698,1514,28,61,59,119,237,10,7,1,67,9,546,1517,52,928,213
7061,18,60,17,"Collège Aimé Césaire",22,"","Rue Pajol",48.889257,2.362698,1464,13,82,74,198,192,10,9,6,81,15,450,1465,31,824,302
5957,18,61,17,"École élémentaire",2,"","Rue de la Guadeloupe",48.890708,2.36289,1596,20,94,79,178,234,20,5,2,82,8,575,1597,44,963,298
5958,18,62,17,"École élémentaire",2,"","Rue de la Guadeloupe",48.890708,2.36289,1528,14,69,84,167,210,6,6,6,61,4,509,1528,31,878,286
5959,18,63,17,"École élémentaire",33,"","Rue de l'Évangile",48.893828,2.364832,1703,16,82,112,226,202,13,12,1,68,13,526,1704,53,895,369
5960,18,64,17,"École élémentaire",33,"","Rue de l'Évangile",48.893828,2.364832,1712,11,36,103,175,229,20,5,5,70,12,602,1714,39,968,304
5961,18,65,17,"École élémentaire",2,"bis","Rue Charles-Hermite",48.899812,2.369398,1744,34,22,146,211,165,14,11,5,52,19,583,1744,67,862,361
5962,19,1,16,"Mairie d'arrondissement",2,"","Rue Andre-Dubois",48.883275,2.381169,1497,15,48,94,306,174,8,1,5,74,12,435,1505,40,740,453
5963,19,2,16,"École élémentaire",43,"","Rue Armand-Carrel",48.882744,2.376536,1354,9,73,64,214,154,7,7,0,88,5,445,1354,41,763,301
5964,19,3,16,"École élémentaire",43,"","Rue Armand-Carrel",48.882744,2.376536,1128,12,35,74,243,130,4,3,0,56,4,314,1129,34,521,333
5965,19,4,16,"École maternelle",47,"","Rue Armand-Carrel",48.882763,2.376158,1204,6,59,60,188,162,5,4,2,59,10,399,1204,27,689,259
5966,19,5,16,"Collège Edouard Pailleron",33,"","Rue Edouard-Pailleron",48.881243,2.378982,1298,13,50,68,316,115,5,2,1,88,16,345,1297,32,594,446
5967,19,6,16,"École maternelle",8,"","Rue Sadi-Lecointe",48.880579,2.373451,1306,13,54,68,294,146,4,1,2,77,13,387,1306,32,639,414
5968,19,7,17,"École élémentaire B",119,"","Avenue Simon-Bolivar",48.879968,2.374274,1326,9,42,49,389,143,8,1,0,67,10,321,1325,33,534,508
5969,19,8,17,"École élémentaire A",119,"","Avenue Simon-Bolivar",48.879968,2.374274,1432,23,33,84,237,169,9,8,5,67,8,432,1432,45,722,347
5970,19,9,16,"École maternelle",65,"","Avenue Simon-Bolivar",48.876422,2.377129,1580,11,62,57,265,208,17,5,1,117,18,509,1580,48,878,376
5971,19,10,16,"École élémentaire",67,"","Avenue Simon-Bolivar",48.876422,2.376993,1509,24,90,40,288,190,3,6,2,105,12,476,1509,44,836,395
5972,19,11,16,"École élémentaire",67,"","Avenue Simon-Bolivar",48.876422,2.376993,1476,11,49,47,282,175,9,4,4,76,9,482,1476,29,769,411
5973,19,12,16,"École élémentaire A",1,"","Rue du Genéral-Lasalle",48.874309,2.381233,1526,22,84,54,185,223,13,5,4,81,8,536,1527,52,928,265
5974,19,13,16,"École élémentaire A",1,"","Rue du Genéral-Lasalle",48.874309,2.381233,1561,11,62,74,300,214,7,1,0,90,7,488,1564,37,822,430
5975,19,14,16,"École élémentaire",11,"","Rue Rampal",48.873716,2.379709,1517,11,62,64,213,225,7,10,2,61,9,511,1517,37,877,316
5976,19,15,16,"École élémentaire",5,"","Rue des Alouettes",48.877068,2.385328,1374,13,78,48,202,195,18,6,3,88,13,465,1374,36,822,299
5977,19,16,16,"École élémentaire",61,"","Rue de la Villette",48.878487,2.38815,1385,12,68,50,252,182,12,1,0,101,11,441,1384,23,779,374
5978,19,17,16,"Collège Claude Chappe",9,"","Rue des Alouettes",48.877228,2.385367,1472,3,49,73,341,183,4,4,0,76,6,435,1473,22,740,466
5979,19,18,16,"École maternelle",5,"","Rue du Noyer-Durand",48.88635,2.399048,743,5,22,35,156,74,8,2,0,35,4,210,743,17,356,219
5980,19,19,16,"École maternelle",19,"","Rue de la Prévoyance",48.883218,2.393578,1199,20,24,103,157,159,5,3,0,44,10,332,1198,42,589,248
5981,19,20,16,"École maternelle",19,"","Rue de la Prévoyance",48.883218,2.393578,1456,11,24,119,249,162,12,4,2,48,10,469,1456,34,736,397
5982,19,21,16,"École maternelle",53,"","Allee Darius-Milhaud",48.884594,2.390898,1489,13,52,74,290,209,10,4,4,55,12,436,1489,32,783,397
5983,19,22,16,"École élémentaire",40,"bis","Rue Manin",48.884242,2.391068,1454,18,22,78,187,202,5,4,3,56,10,495,1452,41,807,281
5984,19,23,16,"École élémentaire",40,"bis","Rue Manin",48.884242,2.391068,1467,16,56,81,195,179,11,4,1,60,8,470,1466,34,785,291
5985,19,24,16,"École élémentaire",4,"","Rue Goubet",48.884632,2.39015,1466,11,31,66,361,110,16,9,6,89,13,439,1466,31,658,503
5986,19,25,16,"École maternelle",34,"","Rue Manin",48.88376,2.389796,1465,12,70,54,347,170,6,0,2,71,11,423,1465,38,699,474
5987,19,26,16,"École maternelle",30,"","Rue Manin",48.883491,2.389079,1406,12,68,57,305,165,6,4,2,77,12,388,1406,34,686,417
5988,19,27,16,"École élémentaire",160,"","Avenue Jean-Jaurès",48.8874,2.387883,1496,13,64,69,230,208,11,9,4,106,16,477,1494,53,836,344
5989,19,28,16,"École élémentaire",106,"","Rue Compans",48.880536,2.389554,1444,11,88,42,260,188,13,4,5,100,8,481,1444,40,816,375
5990,19,29,16,"École élémentaire",7,"","Rue du General-Brunet",48.880121,2.390249,1436,16,56,81,239,188,9,1,6,75,17,463,1436,36,784,361
5991,19,30,16,"École maternelle",9,"","Rue du General-Brunet",48.880196,2.39035,1469,9,69,57,295,180,11,2,2,87,8,444,1469,26,754,420
5992,19,31,16,"École élémentaire",4,"","Rue Fessart",48.876123,2.388666,1400,7,83,46,187,206,14,6,3,94,7,525,1400,34,897,260
5993,19,32,16,"École élémentaire",4,"","Rue Fessart",48.876123,2.388666,1388,5,70,46,205,186,8,2,1,93,14,489,1387,28,841,303
5994,19,33,16,"École élémentaire A",16,"","Rue Eugénie-Cotton",48.878742,2.394515,1381,15,40,72,264,160,13,4,3,65,5,420,1381,43,685,380
6389,19,34,16,"École élémentaire B",16,"","Rue Eugénie-Cotton",48.878742,2.394515,1213,17,44,78,221,149,9,1,5,63,5,398,1214,26,666,328
6390,19,35,16,"École élémentaire B",16,"","Rue Eugénie-Cotton",48.878742,2.394515,1128,11,45,77,162,134,11,3,0,54,12,368,1128,51,597,237
6391,19,36,16,"École maternelle",2,"","Rue des Bois",48.877734,2.39588,1325,7,33,85,242,166,9,4,1,59,5,421,1325,32,700,342
6392,19,37,16,"École maternelle",2,"","Rue des Bois",48.877734,2.39588,1323,13,26,102,217,163,8,4,0,53,6,451,1324,31,716,349
6393,19,38,16,"École élémentaire B",59,"","Rue de Romainville",48.877323,2.403144,1310,19,57,68,168,200,14,0,1,49,15,430,1310,33,756,261
6394,19,39,16,"École élémentaire B",59,"","Rue de Romainville",48.877323,2.403144,1362,12,56,74,233,184,4,4,3,87,8,444,1362,22,767,353
6395,19,40,16,"École maternelle",59,"bis","Rue de Romainville",48.877323,2.403144,1332,14,26,116,208,155,7,6,0,64,8,394,1332,39,668,354
6396,19,41,16,"École Mixte A",84,"","Rue Curial",48.895224,2.374863,1623,16,45,90,296,135,12,5,3,67,9,480,1622,42,791,428
6397,19,42,16,"École maternelle",84,"","Rue Curial",48.895224,2.374863,1534,23,18,113,198,151,13,6,3,37,9,526,1533,33,803,335
6398,19,43,16,"École Mixte B",84,"","Rue Curial",48.895224,2.374863,1527,10,23,98,245,154,14,7,0,53,11,472,1529,39,751,374
6399,19,44,16,"École élémentaire A",7,"","Rue Barbanègre",48.89221,2.383062,1495,15,30,91,308,158,5,14,2,59,13,439,1495,41,693,455
6400,19,45,16,"École élémentaire B",7,"","Rue Barbanègre",48.89221,2.383062,1506,19,48,83,193,173,13,7,3,60,11,506,1505,45,805,288
6401,19,46,16,"École élémentaire",160,"","Avenue Jean-Jaurès",48.8874,2.387883,1543,16,47,69,306,180,2,6,3,80,9,485,1543,34,810,431
6402,19,47,16,"École maternelle",11,"","Rue Georges-Thill",48.8868,2.388458,1435,15,56,49,250,154,9,10,2,86,9,489,1436,40,788,373
6403,19,48,16,"École élémentaire B",7,"","Rue Barbanègre",48.89221,2.383062,1575,11,78,61,258,184,9,3,5,97,6,500,1575,35,853,381
6404,19,49,16,"École élémentaire A",7,"","Rue Barbanègre",48.89221,2.383062,1583,16,60,94,189,215,13,8,4,72,7,542,1583,44,900,312
6405,19,50,17,"École élémentaire A",105,"bis","Rue de l'Ourcq",48.893623,2.375389,1394,19,26,64,276,154,2,8,6,67,10,414,1394,29,654,400
6406,19,51,17,"École élémentaire A",105,"bis","Rue de l'Ourcq",48.893623,2.375389,1437,29,39,69,257,157,11,7,1,62,15,393,1436,49,657,396
