"code","arr","bda","cir","nom","numRue","numSup","rue","lat","lon","insT1","blaT1","jolT1","lepT1","sarT1","melT1","pouT1","artT1","cheT1","bayT1","dupT1","holT1","insT2","blaT2","holT2","sarT2"
6140,12,1,8,"École élémentaire",4,"","Rue Bignon",48.840574,2.388574,1201,13,67,44,226,104,5,1,1,91,12,377,1202,34,603,339
6141,12,2,8,"École élémentaire",4,"","Rue Bignon",48.840574,2.388574,1395,16,59,64,301,109,7,1,5,147,12,425,1350,36,661,433
6142,12,3,8,"École maternelle",56,"","Rue de Picpus",48.84343,2.396862,1387,11,51,76,319,134,4,2,0,113,9,406,1386,43,645,461
6143,12,4,8,"École maternelle",28,"","Rue de la Brèche-Aux-Loups",48.837729,2.394275,1391,9,45,63,400,105,7,4,4,128,14,369,1394,38,594,533
6144,12,5,8,"École maternelle",56,"","Rue de Picpus",48.84343,2.396862,1343,12,34,66,417,85,2,1,2,113,13,334,1343,46,520,533
6145,12,6,8,"École maternelle",47,"","Rue de Picpus",48.843446,2.396878,1468,16,57,94,339,112,8,4,3,130,11,434,1468,44,676,512
6146,12,7,8,"École élémentaire B",56,"","Rue de Picpus",48.84343,2.396862,1545,13,45,75,462,123,3,2,2,141,11,421,1544,48,646,647
6147,12,8,8,"École élémentaire B",56,"","Rue de Picpus",48.84343,2.396862,1290,17,24,73,309,94,7,5,2,88,9,405,1291,45,601,460
6148,12,9,8,"École élémentaire",6,"","Rue Bignon",48.84074,2.388772,1531,18,32,112,252,215,20,11,7,92,25,479,1535,57,835,400
6149,12,10,8,"École élémentaire A",57,"","Rue de Reuilly",48.845731,2.388423,1286,13,49,63,269,122,9,5,4,115,18,359,1287,38,601,412
6150,12,11,8,"École élémentaire A",57,"","Rue de Reuilly",48.845731,2.388423,1321,14,42,82,327,112,6,2,2,116,18,382,1320,26,617,473
6151,12,12,8,"Collège Jean-François Oeben",21,"","Rue de Reuilly",48.848387,2.38597,1541,16,71,84,294,157,9,6,1,141,17,442,1540,41,769,485
6152,12,13,8,"Collège Jean-François Oeben",21,"","Rue de Reuilly",48.848387,2.38597,1521,7,78,59,292,155,8,2,2,132,12,497,1521,42,798,420
6153,12,14,8,"École élémentaire B",57,"","Rue de Reuilly",48.845731,2.388423,1449,12,50,110,375,114,6,7,0,104,12,367,1448,43,575,580
6154,12,15,8,"École maternelle",59,"","Rue de Reuilly",48.845662,2.388508,1247,7,52,65,252,137,4,3,1,99,13,351,1246,32,596,375
6155,12,16,8,"École élémentaire A",56,"","Rue de Picpus",48.84343,2.396862,1342,13,39,60,400,102,8,2,3,123,12,333,1342,40,530,554
6156,12,17,8,"École élémentaire A",56,"","Rue de Picpus",48.84343,2.396862,1296,22,45,71,395,100,4,0,3,114,15,318,1296,45,491,552
6157,12,18,8,"École élémentaire B",57,"","Rue de Reuilly",48.845731,2.388423,1268,15,46,48,270,109,9,3,4,125,19,379,1267,48,592,390
6158,12,19,8,"Maison des Associations",181,"","Avenue Daumesnil",48.840381,2.392335,1546,18,48,78,323,169,7,4,1,140,16,393,1546,51,730,482
6159,12,20,8,"École maternelle",28,"","Rue de la Breche-Aux-Loups",48.837729,2.394275,1383,13,60,65,348,115,7,0,6,139,3,396,1383,38,652,492
6160,12,21,8,"École élémentaire",16,"","Rue de la Breche-Aux-Loups",48.837072,2.393627,1504,11,54,80,357,125,8,4,6,123,27,438,1506,56,690,524
6161,12,22,8,"École élémentaire",16,"","Rue de la Breche-Aux-Loups",48.837072,2.393627,1405,15,34,97,244,150,8,4,2,96,16,438,1410,43,685,393
6162,12,23,8,"École élémentaire",16,"","Rue de la Breche-Aux-Loups",48.837072,2.393627,1473,13,34,77,297,149,11,4,0,80,16,436,1473,34,701,465
6163,12,24,8,"École élémentaire",16,"","Rue de la Breche-Aux-Loups",48.837072,2.393627,1413,17,52,67,248,139,8,7,3,118,11,449,1413,42,700,404
6164,12,25,8,"École élémentaire",52,"","Rue de Wattignies",48.835542,2.397332,1411,14,32,90,353,125,6,4,2,86,16,428,1412,45,647,502
6165,12,26,8,"École maternelle",40,"","Rue des Meuniers",48.8348,2.396402,1396,16,47,61,365,112,9,5,2,117,18,395,1398,40,611,515
6166,12,27,8,"École élémentaire",52,"","Rue de Wattignies",48.835542,2.397332,1361,14,61,78,266,132,8,7,0,119,13,416,1362,43,671,414
6167,12,28,8,"École élémentaire",315,"","Rue de Charenton",48.833451,2.395153,1273,19,33,108,222,134,10,0,2,99,25,352,1273,52,619,349
6168,12,29,8,"École élémentaire",315,"","Rue de Charenton",48.833451,2.395153,1483,14,50,108,367,130,12,1,2,130,17,394,1483,52,654,546
6169,12,30,8,"École élémentaire",19,"","Rue Marsoulan",48.846494,2.403242,1347,14,36,69,405,100,6,1,0,129,15,341,1347,41,531,556
6170,12,31,8,"École élémentaire",19,"","Rue Marsoulan",48.846494,2.403242,1397,12,42,73,321,145,4,2,2,130,9,428,1398,42,687,471
6171,12,32,8,"École élémentaire B",8,"","Avenue Lamoricière",48.844631,2.412024,1543,14,55,64,403,119,11,2,1,132,12,437,1543,43,671,579
6172,12,33,8,"École élémentaire",19,"","Rue Marsoulan",48.846494,2.403242,1450,8,45,85,373,104,12,4,6,121,14,402,1450,38,633,530
6173,12,34,8,"Collège Georges Courteline",44,"","Avenue du Docteur-Arnold-Netter",48.843963,2.405532,1547,18,45,91,374,122,12,2,2,144,15,441,1547,53,712,544
6174,12,35,8,"Collège Georges Courteline",44,"","Avenue du Docteur-Arnold-Netter",48.843963,2.405532,1405,11,39,63,448,72,9,1,3,133,16,376,1405,53,538,599
6175,12,36,8,"École élémentaire A",10,"","Avenue Lamoricière",48.844734,2.412086,1263,15,42,133,227,126,6,4,0,89,11,345,1263,51,580,400
6176,12,37,8,"École élémentaire A",10,"","Avenue Lamoricière",48.844734,2.412086,1306,10,37,88,278,133,9,2,3,95,7,393,1305,40,645,411
6177,12,38,8,"École maternelle",16,"","Rue de Montempoivre",48.84019,2.406958,1572,20,53,107,321,140,4,4,4,112,25,452,1572,51,744,508
6178,12,39,8,"École élémentaire A",83,"","Avenue du Genéral-Michel-Bizot",48.836788,2.403492,1469,23,42,94,346,114,10,1,5,111,10,442,1471,51,681,516
6179,12,40,8,"École élémentaire A",83,"","Avenue du Genéral-Michel-Bizot",48.836788,2.403492,1341,15,38,58,314,126,6,3,2,120,12,398,1342,48,632,458
6180,12,41,8,"École élémentaire B",253ter,"","Avenue Daumesnil",48.836955,2.402809,1545,14,54,76,406,121,9,1,3,135,13,473,1546,48,701,582
6181,12,42,8,"École élémentaire B",253ter,"","Avenue Daumesnil",48.836955,2.402809,1605,13,51,116,404,126,14,0,4,139,14,423,1606,42,683,660
6182,12,43,8,"École maternelle",253,"bis","Avenue Daumesnil",48.836955,2.402809,1381,13,47,104,281,151,14,5,2,92,11,369,1381,50,625,441
6183,12,44,8,"École maternelle",13,"","Avenue Armand-Rousseau",48.836477,2.409271,1428,11,50,106,309,131,12,3,2,92,10,403,1429,43,640,464
6184,12,45,8,"École élémentaire B",8,"","Avenue Lamoricière",48.844631,2.412024,1262,10,32,97,214,126,11,1,2,64,20,381,1263,43,602,363
6185,12,46,8,"École élémentaire",4,"","Rue de Pommard",48.835495,2.385119,1481,14,72,80,302,159,5,3,0,103,14,459,1485,45,746,478
6186,12,47,8,"École élémentaire",6,"","Rue de Pommard",48.835574,2.385019,1370,17,42,89,267,147,5,2,2,86,19,401,1369,46,659,419
6187,12,48,8,"École élémentaire",6,"","Rue de Pommard",48.835574,2.385019,1382,14,53,73,231,167,6,2,2,116,17,404,1382,44,703,378
6188,12,49,8,"École élémentaire",6,"","Rue Bignon",48.84074,2.388772,1559,18,56,87,295,145,9,6,4,137,13,464,1560,46,771,478
6189,12,50,8,"École maternelle",70,"","Avenue Daumesnil",48.844718,2.380639,1288,18,52,68,225,127,19,4,3,107,8,421,1288,45,685,349
6190,12,51,7,"École élémentaire",165,"","Rue de Bercy",48.842559,2.375516,1584,22,51,80,335,152,8,1,4,141,14,445,1584,55,720,505
6191,12,52,7,"École élémentaire",40,"","Boulevard Diderot",48.846254,2.377251,1550,19,50,60,404,118,5,2,5,138,7,448,1552,39,693,577
6192,12,53,7,"École maternelle",41,"","Rue Traversiere",48.847663,2.373387,1545,16,51,72,386,146,6,2,0,134,11,453,1548,48,725,557
6193,12,54,7,"Lycée professionnel",49,"","Rue de Charenton",48.851113,2.372563,1707,23,73,100,295,173,13,5,1,115,14,511,1714,55,856,469
6194,12,55,7,"École élémentaire",8,"","Rue Charles-Baudelaire",48.848856,2.376404,1603,9,79,60,291,163,4,1,1,136,14,554,1601,28,873,440
6195,12,56,7,"Collège",12,"","Rue Charles-Baudelaire",48.849237,2.376661,1659,17,84,72,295,171,4,4,0,152,7,531,1661,45,879,449
6196,12,57,7,"École élémentaire",40,"","Boulevard Diderot",48.846254,2.377251,1531,15,61,57,221,183,6,5,4,117,9,583,1532,27,893,342
6197,12,58,7,"École élémentaire",8,"","Rue Charles-Baudelaire",48.848856,2.376404,1651,16,93,64,286,192,10,3,1,140,11,560,1652,41,921,433
6198,12,59,7,"École élémentaire",5,"","Rue Jean-Bouton",48.845667,2.376593,1538,13,47,84,276,173,9,0,0,121,10,509,1541,47,834,428
6199,12,60,7,"École élémentaire",5,"","Rue Jean-Bouton",48.845667,2.376593,1559,12,61,88,268,177,11,10,4,108,7,495,1564,45,809,407
6505,12,61,8,"École élémentaire",4,"","Rue de Pommard",48.835495,2.385119,1447,12,32,106,283,148,3,4,1,123,13,448,1447,38,740,495
6200,13,1,9,"Mairie d'arrondissement",1,"","Place d'Italie",48.832223,2.35556,1699,11,62,66,310,156,5,4,2,164,14,581,1744,33,899,499
6201,13,2,9,"École élémentaire",13,"","Rue Fagon",48.832642,2.35694,1393,21,37,73,261,141,13,1,2,107,13,478,1393,53,737,383
6202,13,3,9,"École élémentaire",13,"","Rue Fagon",48.832642,2.35694,1666,24,58,102,249,171,10,1,3,157,13,498,1664,49,839,428
6203,13,4,9,"École élémentaire A",42,"","Rue Jenner",48.835777,2.361355,1213,14,37,104,174,144,8,7,2,85,22,323,1213,54,601,298
6204,13,5,9,"École élémentaire A",42,"","Rue Jenner",48.835777,2.361355,1592,15,50,83,301,170,6,5,1,125,17,521,1591,50,828,468
6205,13,6,9,"École élémentaire B",46,"","Rue Jenner",48.835941,2.360947,1259,14,49,65,239,105,8,8,3,80,12,425,1259,36,663,355
6206,13,7,9,"École élémentaire B",46,"","Rue Jenner",48.835941,2.360947,1551,23,60,103,274,153,13,2,2,121,17,484,1551,34,797,448
6207,13,8,9,"École maternelle",8,"","Rue Ricaut",48.830076,2.361918,1486,18,53,87,267,170,14,6,1,89,14,468,1485,61,785,387
6208,13,9,9,"École maternelle",8,"","Rue Ricaut",48.830076,2.361918,1353,19,39,98,237,167,7,2,4,82,11,403,1353,53,707,359
6209,13,10,9,"École élémentaire",173,"","Rue du Château des Rentiers",48.830376,2.361933,1338,13,36,105,229,148,9,0,3,97,14,395,1338,52,662,386
6210,13,11,9,"École élémentaire",173,"","Rue du Château des Rentiers",48.830376,2.361933,1410,20,44,120,242,166,16,7,2,71,15,437,1409,55,727,395
6211,13,12,9,"École élémentaire A",33,"","Place Jeanne-d'Arc",48.829882,2.367382,1514,22,33,109,278,199,9,5,5,93,17,443,1514,45,793,429
6212,13,13,9,"École élémentaire A",33,"","Place Jeanne-d'Arc",48.829882,2.367382,1650,24,67,92,262,202,11,5,4,160,15,520,1648,63,904,421
6213,13,14,9,"École maternelle",103,"","Rue du Château-des Rentiers",48.82841,2.367036,1486,29,29,127,244,170,11,4,5,94,18,459,1485,58,746,405
6214,13,15,9,"École élémentaire A",57,"","Rue Baudricourt",48.825934,2.363136,1692,28,50,107,336,158,12,2,4,87,19,474,1692,49,798,492
6215,13,16,9,"École élémentaire A",57,"","Rue Baudricourt",48.825934,2.363136,1837,30,70,109,290,193,21,4,4,140,13,597,1837,60,954,486
6216,13,17,9,"École élémentaire B",55,"","Rue Baudricourt",48.826012,2.363198,1702,11,54,96,365,183,8,2,0,143,14,514,1702,48,842,532
6217,13,18,9,"École élémentaire B",55,"","Rue Baudricourt",48.826012,2.363198,1498,24,44,79,268,220,15,3,4,70,19,458,1498,47,802,397
6218,13,19,9,"École élémentaire B",47,"","Avenue d'Ivry",48.82319,2.365891,1817,26,39,106,406,169,21,9,3,116,12,485,1817,54,809,576
6219,13,20,9,"École élémentaire",3,"","Rue Émile-Levassor",48.820821,2.368879,1727,24,25,120,410,162,7,6,3,102,11,441,1727,69,705,615
6220,13,21,9,"École élémentaire",51,"","Avenue de la Porte-d'Ivry",48.821533,2.369399,1560,26,35,118,391,97,10,4,4,125,16,348,1560,50,548,643
6221,13,22,9,"École élémentaire",9,"","Rue Franc-Nohain",48.82138,2.37527,1588,13,36,135,234,160,11,5,4,79,13,479,1588,47,756,392
6222,13,23,9,"École élémentaire",37,"","Rue du Château-des-Rentiers",48.824486,2.370132,1372,23,53,74,192,197,8,1,2,107,12,424,1372,51,757,327
6223,13,24,9,"École maternelle",40,"","Rue du Château-des-Rentiers",48.824978,2.369863,1383,13,54,102,178,184,3,4,1,95,14,457,1383,49,776,318
6224,13,25,9,"Lycée professionnel Galilee",28,"","Rue de Patay",48.825261,2.375093,1689,24,49,137,218,177,10,9,1,74,14,566,1689,54,903,374
6225,13,26,9,"Lycée professionnel Galilee",28,"","Rue de Patay",48.825261,2.375093,1772,19,55,104,246,182,12,4,4,153,17,607,1772,50,973,416
6226,13,27,9,"École maternelle",15,"","Rue de Domrémy",48.83022,2.372834,1905,29,72,123,222,243,17,5,3,137,26,672,1903,77,1120,394
6227,13,28,9,"École élémentaire B",30,"","Place Jeanne-d'Arc",48.830266,2.368478,1706,19,72,104,255,209,8,5,0,135,12,567,1705,58,947,430
6228,13,29,9,"École élémentaire B",30,"","Place Jeanne-d'Arc",48.830266,2.368478,1288,19,24,100,182,147,7,7,0,75,12,427,1287,46,676,298
6229,13,30,9,"École maternelle",63,"","Rue Dunois",48.832546,2.367007,1554,20,45,107,251,197,19,10,5,124,21,486,1554,70,828,407
6230,13,31,9,"École élémentaire",64,"","Rue Dunois",48.832722,2.366776,1365,5,46,66,279,146,5,2,6,93,9,494,1363,31,744,391
6231,13,32,9,"École élémentaire",60,"","Rue Dunois",48.832504,2.367113,1624,21,59,82,221,222,18,12,0,117,11,505,1624,60,892,375
6232,13,33,9,"École élémentaire",8,"","Rue George-Balanchine",48.836398,2.373672,1685,23,57,97,207,225,13,6,4,115,14,584,1685,42,1019,359
6233,13,34,9,"École Polyvalente",21,"","Rue Primo-Lévi",48.830587,2.378806,1645,15,55,74,260,197,19,4,4,144,25,571,1644,65,955,425
6234,13,35,10,"École élémentaire",103,"","Avenue de Choisy",48.824969,2.360824,1285,15,42,60,281,151,12,1,3,97,13,331,1285,28,592,406
6235,13,36,10,"École élémentaire",103,"","Avenue de Choisy",48.824969,2.360824,1374,10,51,68,263,131,5,2,2,131,10,425,1374,32,653,419
6236,13,37,10,"L E I Gaston Bachelard",2,"","Rue Tagore",48.820698,2.360587,1716,18,53,121,261,162,6,4,4,110,21,519,1706,61,865,401
6237,13,38,10,"L E I Gaston Bachelard",2,"","Rue Tagore",48.820698,2.360587,1333,11,25,60,395,100,6,4,4,81,12,319,1333,32,483,563
6238,13,39,10,"L E I Gaston Bachelard",2,"","Rue Tagore",48.820698,2.360587,1713,30,48,86,318,173,16,6,2,103,12,545,1713,46,841,486
6239,13,40,10,"École maternelle",157,"","Rue de Tolbiac",48.826108,2.355932,1597,15,80,73,309,160,7,6,4,118,13,531,1597,59,857,449
6240,13,41,10,"École élémentaire",5,"","Rue Damesme",48.82513,2.355343,1732,25,64,94,222,176,17,4,1,148,17,613,1732,57,976,389
6241,13,42,10,"Collège Evariste Galois",11,"","Rue du Docteur-Bourneville",48.818398,2.358589,1565,27,39,118,189,188,9,4,3,97,11,480,1565,50,839,322
6242,13,43,10,"École maternelle",2,"","Place des 44-Enfants-d'Izieu",48.82166,2.356425,1667,20,50,66,278,202,11,5,2,121,8,589,1664,45,951,412
6243,13,44,10,"École maternelle",8,"","Rue Kuss",48.822164,2.351672,1451,16,44,106,212,158,8,8,4,88,9,489,1451,51,764,344
6244,13,45,10,"École maternelle",8,"","Rue Kuss",48.822164,2.351672,1270,17,27,103,183,140,10,5,0,56,8,394,1269,38,626,330
6245,13,46,10,"École maternelle",84,"","Boulevard Kellermann",48.819828,2.34644,1701,28,41,227,248,139,8,4,4,116,30,424,1701,73,716,533
6246,13,47,10,"Lycée professionnel",94,"","Rue Barrault",48.823245,2.346723,1771,15,66,97,318,191,8,4,5,140,13,579,1771,52,955,493
6247,13,48,10,"École élémentaire A",5,"","Rue de la Providence",48.825452,2.348724,1645,16,60,93,267,170,14,0,3,105,14,570,1645,52,896,408
6248,13,49,10,"École élémentaire A",5,"","Rue de la Providence",48.825452,2.348724,1637,17,66,62,292,177,8,3,4,145,16,570,1637,42,917,442
6249,13,50,10,"École élémentaire B",7,"","Rue de la Providence",48.825572,2.348428,1599,15,84,68,261,179,8,6,2,131,12,544,1599,56,896,424
6250,13,51,10,"Collège Georges Braque",5,"","Rue Henri-Becque",48.825212,2.34224,1656,18,52,79,292,203,12,8,1,125,18,587,1655,47,919,440
6251,13,52,10,"École élémentaire",16,"","Rue Wurtz",48.827415,2.345107,1391,11,35,62,307,132,9,4,0,118,14,456,1391,45,726,433
6252,13,53,10,"École élémentaire",16,"","Rue Wurtz",48.827415,2.345107,1342,15,41,83,236,127,7,1,3,92,16,417,1342,49,684,374
6253,13,54,10,"École maternelle",16,"","Rue Wurtz",48.827415,2.345107,1650,9,59,83,304,186,15,8,2,134,22,549,1650,52,918,469
6254,13,55,10,"École élémentaire",100,"","Rue de la Glaciere",48.828998,2.343147,1305,16,33,90,241,125,11,2,4,90,11,400,1304,52,626,390
6255,13,56,10,"Collège du Moulin des Prés",18,"","Rue du Moulin des Pres",48.828853,2.352775,1578,16,68,73,312,181,8,2,6,131,12,490,1578,37,777,500
6256,13,57,10,"École élémentaire",38,"","Rue Vandrezanne",48.82759,2.353382,1576,18,92,86,256,175,11,3,4,111,9,547,1575,46,931,379
6257,13,58,10,"École élémentaire",38,"","Rue Vandrezanne",48.82759,2.353382,1544,21,64,57,278,166,7,7,4,130,4,503,1544,49,822,435
6258,13,59,10,"École maternelle",40,"","Rue Vandrezanne",48.827781,2.353162,1744,24,58,73,351,152,14,10,2,160,16,533,1744,53,881,515
6259,13,60,9,"École Superieure Estienne",18,"","Boulevard Auguste-Blanqui",48.830633,2.352581,1610,19,53,76,287,153,6,3,7,125,8,542,1610,44,852,440
6260,13,61,9,"École maternelle",2,"","Rue Paul-Gervais",48.831433,2.347469,1473,15,78,57,322,125,11,4,4,123,18,478,1472,39,777,475
6261,13,62,9,"École élémentaire",13,"","Rue Vulpian",48.831582,2.34637,1687,7,57,59,333,162,11,5,3,176,20,558,1687,73,871,498
6262,13,63,9,"École élémentaire",140,"","Rue Léon-Maurice-Nordmann",48.833698,2.343104,1364,9,49,62,332,105,6,1,4,111,15,425,1364,31,651,479
6263,13,64,9,"École maternelle",140,"","Rue Léon-Maurice-Nordmann",48.833698,2.343104,1364,12,59,86,261,141,10,2,6,110,11,414,1353,43,682,390
6264,13,65,9,"École élémentaire",30,"","Boulevard Arago",48.835298,2.34706,1630,11,75,59,336,152,6,4,3,127,12,555,1629,38,875,473
6265,13,66,9,"École élémentaire",30,"","Boulevard Arago",48.835298,2.34706,1657,20,77,77,361,131,15,2,1,145,19,496,1657,40,809,537
6266,13,67,9,"École maternelle",11,"","Rue de Croulebarbe",48.834346,2.352514,1441,12,52,63,262,141,16,3,3,119,12,479,1440,45,770,387
7160,13,68,9,"École élémentaire",40,"","Rue du Château-des-Rentiers",48.824978,2.369863,1304,9,70,65,169,165,14,6,4,100,17,440,1304,44,759,298
7161,13,69,10,"École élémentaire",9,"","Rue Auguste-Perret",48.825048,2.360418,1372,11,60,70,268,134,6,3,2,103,11,442,1372,36,701,415
6267,14,1,11,"Annexe de La Mairie d'arrondissement",12,"","Rue Durouchoux",48.832628,2.325957,1322,12,60,49,248,98,7,1,1,136,10,448,1324,28,685,383
6268,14,2,11,"Annexe de La Mairie d'arrondissement",12,"","Rue Durouchoux",48.832628,2.325957,1444,16,50,71,322,130,4,2,3,111,15,430,1443,44,693,458
6269,14,3,11,"École élémentaire",46,"","Rue Boulard",48.832473,2.327747,1454,13,69,55,355,123,4,3,2,124,13,455,1454,33,708,524
6273,14,4,11,"École élémentaire",46,"","Rue Boulard",48.832473,2.327747,1429,13,61,66,284,137,4,7,1,108,14,460,1429,34,748,413
6270,14,5,11,"Collège Jean Moulin",75,"","Rue d'Alésia",48.827822,2.328638,1335,14,48,54,306,119,8,1,1,127,9,399,1336,25,669,450
6272,14,6,11,"Collège Jean Moulin",75,"","Rue d'Alésia",48.827822,2.328638,1445,15,63,50,338,117,4,2,0,130,10,449,1444,37,690,493
6279,14,7,11,"Collège Jean Moulin",75,"","Rue d'Alésia",48.827822,2.328638,1512,19,57,57,357,137,9,5,3,150,20,413,1513,45,690,537
6280,14,8,11,"Collège Alphonse Daudet",93,"","Rue d'Alésia",48.828049,2.326052,1403,12,38,61,381,106,7,7,3,136,14,371,1405,29,635,540
6275,14,9,11,"Collège Alphonse Daudet",93,"","Rue d'Alésia",48.828049,2.326052,1499,18,66,60,345,117,10,1,3,124,17,468,1501,36,748,504
6276,14,10,11,"École maternelle",22,"","Rue Antoine-Chantin",48.827209,2.322562,1436,23,34,82,304,147,7,4,3,122,9,417,1437,47,684,446
6277,14,11,11,"École élémentaire",20,"","Rue Antoine-Chantin",48.827173,2.322709,1372,13,44,44,331,124,12,3,3,147,18,389,1373,45,643,505
6281,14,12,11,"École élémentaire",5,"","Rue Prisse d'Avennes",48.825147,2.328351,1428,19,49,71,417,111,6,0,7,150,8,373,1490,41,616,578
6282,14,13,11,"École élémentaire",5,"","Rue Prisse d'Avennes",48.825147,2.328351,1455,10,56,57,339,129,7,2,7,148,15,442,1455,50,717,474
6284,14,14,11,"École élémentaire",12,"","Rue Jean-Zay",48.837548,2.321206,1542,14,59,54,385,120,10,2,6,147,11,483,1543,36,748,542
6285,14,15,11,"École élémentaire",71,"","Rue de l'Ouest",48.835599,2.318403,1465,10,39,75,280,161,7,4,2,116,10,469,1463,45,752,445
6288,14,16,11,"École élémentaire",5,"","Rue Asseline",48.83516,2.322696,1610,16,52,81,389,133,7,1,5,111,11,504,1611,47,765,541
6289,14,17,11,"École élémentaire",5,"","Rue Asseline",48.83516,2.322696,1532,21,53,57,322,138,9,3,2,119,14,504,1534,48,777,465
6292,14,18,11,"École maternelle",55,"","Rue Maurice-Ripoche",48.833303,2.322986,1357,6,52,67,247,158,12,1,1,116,10,422,1357,43,712,379
6294,14,19,11,"École élémentaire",12,"","Rue Severo",48.832419,2.323293,1543,15,81,65,211,166,10,2,2,102,6,550,1544,45,893,342
6291,14,20,11,"Collège Giacometti",7,"","Rue du Cange",48.834266,2.31488,1451,15,63,94,215,190,12,7,4,110,18,439,1446,38,783,365
6290,14,21,11,"École élémentaire",134,"","Rue de l'Ouest",48.832676,2.313497,1364,19,30,93,215,150,15,10,3,65,14,448,1364,57,703,349
6287,14,22,11,"École élémentaire",134,"","Rue de l'Ouest",48.832676,2.313497,1420,12,58,89,259,145,11,8,3,115,9,444,1420,34,741,405
6760,14,23,11,"École maternelle",10,"","Rue Severo",48.832367,2.323473,1512,12,64,78,221,158,17,3,1,120,9,544,1511,48,866,367
6293,14,24,11,"École élémentaire",48,"","Rue Hippolyte-Maindron",48.830326,2.320571,1529,8,84,60,285,148,7,4,2,130,13,481,1528,51,789,424
6296,14,25,11,"École élémentaire",48,"","Rue Hippolyte-Maindron",48.830326,2.320571,1516,18,56,63,341,144,8,3,5,147,14,457,1515,42,737,519
6314,14,26,11,"École élémentaire",87,"","Boulevard Arago",48.834522,2.335531,1316,14,39,56,342,103,9,1,1,122,17,353,1314,34,588,503
6315,14,27,11,"Collège Saint-Exupéry",89,"","Boulevard Arago",48.83451,2.335288,1094,8,34,42,352,72,2,1,0,94,12,273,1096,24,435,475
6316,14,28,11,"Batiment Administratif",9,"","Rue Victor-Schoelcher",48.835971,2.330649,1481,14,42,51,427,102,6,4,2,138,9,430,1481,36,651,585
6321,14,29,11,"Batiment Administratif",9,"","Rue Victor-Schoelcher",48.835971,2.330649,1500,16,87,51,310,147,5,2,4,112,14,470,1501,29,766,448
6317,14,30,11,"Lycée Paul Bert",9,"","Rue Huyghens",48.840594,2.328224,1247,9,45,56,362,76,4,1,1,101,5,344,1246,31,518,514
6318,14,31,11,"Lycée Paul Bert",9,"","Rue Huyghens",48.840594,2.328224,1274,10,57,34,371,69,7,2,1,124,3,381,1274,37,569,466
6319,14,32,11,"École élémentaire",24,"","Rue Delambre",48.841521,2.32661,1434,10,43,49,386,98,11,1,2,118,15,452,1434,33,700,516
6320,14,33,11,"École maternelle",24,"","Rue Delambre",48.841521,2.32661,1482,14,54,54,437,90,8,1,0,135,8,404,1482,48,624,590
6307,14,34,11,"Lycée Technologique Émile-Dubois",14,"","Rue Émile-Dubois",48.831796,2.336667,1659,10,65,60,414,130,5,5,2,161,14,497,1659,35,775,597
6308,14,35,11,"École élémentaire",12,"","Rue d'Alésia",48.827569,2.334215,1534,21,45,82,288,133,8,5,2,143,20,489,1534,38,795,442
6309,14,36,11,"École élémentaire",14,"","Rue d'Alésia",48.827713,2.333233,1501,16,61,61,345,135,8,5,1,148,12,458,1548,42,739,492
6310,14,37,11,"École élémentaire",12,"","Rue d'Alésia",48.827569,2.334215,1513,17,45,118,241,154,8,7,5,135,18,477,1514,52,778,435
6312,14,38,11,"École maternelle",3,"bis","Rue d'Alésia",48.826713,2.33996,1571,21,36,89,331,177,9,0,7,133,14,458,1571,48,775,494
6313,14,39,10,"École Polyvalente",13,"","Avenue de la Sibelle",48.826007,2.338322,1516,17,54,58,354,148,2,2,2,123,11,456,1516,39,735,479
6311,14,40,10,"Stade Charlety",1,"","Avenue Pierre de Coubertin",48.819227,2.344533,1492,17,51,63,355,117,4,2,4,115,9,452,1495,39,700,483
6271,14,41,10,"École maternelle",53,"","Rue Sarrette",48.825172,2.326843,1533,22,68,79,286,144,7,2,5,128,12,495,1534,30,813,433
6274,14,42,10,"Lycée Lucas de Nehou",19,"","Rue Friant",48.824927,2.323858,1456,9,52,61,310,138,9,7,4,131,14,450,1458,44,696,481
6283,14,43,10,"Stade Élisabeth",7,"","Avenue Paul-Appell",48.821232,2.328912,1429,11,42,100,285,163,16,6,1,81,20,433,1429,54,721,420
6278,14,44,10,"Stade Élisabeth",7,"","Avenue Paul-Appell",48.821232,2.328912,1499,25,43,105,281,165,10,1,1,93,20,414,1499,43,716,465
6297,14,45,10,"École maternelle",48,"","Rue Hippolyte-Maindron",48.830326,2.320571,1283,10,48,61,272,115,8,0,4,123,8,407,1284,26,634,416
6295,14,46,10,"École maternelle",48,"","Rue Hippolyte-Maindron",48.830326,2.320571,1377,12,32,73,346,128,5,5,9,110,13,360,1376,36,590,516
6286,14,47,10,"École maternelle",35,"","Rue de l'Abbe-Carton",48.829614,2.316505,1283,21,40,97,223,129,6,3,3,101,14,374,1283,45,625,355
6298,14,48,10,"École élémentaire",28,"","Rue Pierre-Larousse",48.829108,2.314083,1526,9,69,80,302,158,7,7,2,129,18,475,1528,57,798,436
6299,14,49,10,"École élémentaire",28,"","Rue Pierre-Larousse",48.829108,2.314083,1468,17,56,50,354,126,5,3,3,146,12,395,1468,35,657,498
6301,14,50,10,"École maternelle",2,"","Rue Maurice-Rouvier",48.830461,2.310634,1458,14,45,85,333,112,10,3,3,109,15,436,1457,40,673,476
