id,osmid,name,lanes
2221,8920386,Beckett Street,
2222,8920387,North Gate Road,
2223,8920389,North Gate Road,
2224,8920391,King Street,
2225,8920394,King Street,
2226,8920402,Arguello Boulevard,
2227,8920404,Shannon Street,
2228,8920405,Zircon Place,
2229,8920406,Custom House Place,
2230,8920409,Westside Drive,
2231,8920411,Chase Court,
2232,8920414,Harding Road,
2233,8920415,Egbert Avenue,
2234,8920416,Egbert Avenue,
2235,8920417,Egbert Avenue,
2236,8920426,Marietta Drive,
2237,8920427,Rae Avenue,
2238,8920428,Avon Way,
2239,8920429,Marist Street,
2240,8920432,Roosevelt Way,2
2241,8920435,Ahern Way,
2242,8920438,Upper Service Road,
2243,8920439,Nahua Avenue,
2244,8920444,Langton Street,
2245,8920445,Langton Street,
2246,8920448,Stanley Street,
2247,8920450,Kiska Road,
2248,8920452,Harriet Street,
2249,8920455,Roscoe Street,
2250,8920456,Sylvan Drive,
2251,8920457,Roach Street,
2252,8920458,Newburg Street,
2253,8920459,Alviso Street,
2254,8920460,Via Ferlinghetti,
2255,8920461,Grove Street,
2256,8920463,Grove Street,
2257,8920465,Palou Avenue,
2258,8920467,Whitfield Court,
2259,8920468,Freeman Court,
2260,8920491,Quintara Street,
2261,8920493,Quintara Street,
2262,8920495,Windsor Place,
2263,8920496,Sydney Way,
2264,8920498,Sydney Way,
2265,8920500,Red Rock Way,
2266,8920502,Vistaview Court,
2267,8920503,Cleo Rand Lane,
2268,8920505,Rico Way,
2269,8920508,Connecticut Street,
2270,8920510,Connecticut Street,
2271,8920513,McLaren Avenue,
2272,8920514,Waverly Place,
2273,8920516,Barcelona Avenue,
2274,8920517,Merriam Lane,
2275,8920518,Tucker Avenue,
2276,8920519,Pierce Street,
2277,8920520,Pierce Street,
2278,8920521,Pierce Street,
2279,8920523,Pierce Street,
2280,8920524,Pico Avenue,
2281,8920525,Canby Street,
2282,8920526,El Sereno Court,
2283,8920528,Gould Street,
2284,8920529,Leese Street,
2285,8920530,O&apos;Reilly Avenue,
2286,8920533,Faith Street,
2287,8920534,Schwerin Street,
2288,8920538,44th Avenue,
2289,8920539,44th Avenue,
2290,8920540,Shephard Place,
2291,8920542,Muir Court,
2292,8920545,Craig Court,
2293,8920546,Fernwood Drive,
2294,8920547,Dearborn Street,
2295,8920548,Bret Harte Terrace,
2296,8920549,Pomona Street,
2297,8920550,Mandalay Lane,
2298,8920551,Petrarch Place,
2299,8920552,Earl Street,
2300,8920554,Earl Street,
2301,8920556,Presidio Terrace,
2302,8920557,Presidio Terrace,
2303,8920559,Yale Street,
2304,8920560,Yale Street,
2305,8920563,Molimo Drive,
2306,8920566,Isadora Duncan Lane,
2307,8920567,Cottage Row,
2308,8920569,Quartz Way,
2309,8920570,Jennings Street,
2310,8920573,Jennings Street,
2311,8920575,Le Conte Avenue,
2312,8920577,10th Avenue,
2313,8920579,10th Avenue,
2314,8920581,Young Court,
2315,8920582,Young Court,
2316,8920583,Century Place,
2317,8920584,Sears Street,
2318,8920585,Moscow Street,
2319,8920588,Edna Street,
2320,8920589,Edna Street,
2321,8920591,Judson Avenue,
2322,8920593,Industrial Street,
2323,8920599,Industrial Street,
2324,8920600,Lobos Street,
2325,8920603,Barry Court,
2326,8920605,Santa Rita Avenue,
2327,8920606,Alta Mar Way,
2328,8920608,Dodge Street,
2329,8920610,Majestic Avenue,
2330,8920612,Waldo Alley,
2331,8920614,Martin Luther King Jr Drive,
2332,8920617,Key Avenue,
2333,8920619,Key Avenue,
2334,8920622,Farview Court,
2335,8920624,Morse Street,
2336,8920625,Fair Oaks Street,
2337,8920626,Division Street,
2338,8920632,Division Street,
2339,8920634,Division Street,
2340,8920639,Sherman Road,
2341,8920640,Commerce Street,
2342,8920641,Grijalva Drive,
2343,8920642,Southard Place,
2344,8920644,Pemberton Place,
2345,8920645,Martha Avenue,
2346,8920648,Yorba Street,
2347,8920653,Head Street,
2348,8920654,Head Street,
2349,8920656,Head Street,
2350,8920659,Saint Joseph&apos;s Avenue,
2351,8920660,Comerford Street,
2352,8920663,Junipero Serra Boulevard,
2353,8920664,Junipero Serra Boulevard,
2354,8920672,Junipero Serra Boulevard,3
2355,8920675,Junipero Serra Boulevard,
2356,8920677,Junipero Serra Boulevard,3
2357,8920679,Fresnel Way,
2358,8920681,Roselyn Terrace,
2359,8920684,Lydia Avenue,
2360,8920686,Encinal Walk,
2361,8920688,Encinal Walk,
2362,8920690,Tomaso Court,
2363,8920691,Hampshire Street,
2364,8920698,Battery East Road,
2365,8920699,Homewood Court,
2366,8920701,Harkness Avenue,
2367,8920704,23rd Street,
2368,8920706,23rd Street,
2369,8920707,23rd Street,
2370,8920709,23rd Street,
2371,8920710,23rd Street,
2372,8920714,Naglee Avenue,
2373,8920716,Naglee Avenue,
2374,8920718,Stoneyford Avenue,
2375,8920720,Loehr Street,
2376,8920721,Brooklyn Place,
2377,8920722,Clementina Street,
2378,8920724,Clementina Street,
2379,8920726,Clementina Street,
2380,8920728,Clementina Street,
2381,8920730,Sonoma Street,
2382,8920731,Wanda Street,
2383,8920732,Harbor Road,
2384,8920734,Sansome Street,
2385,8920737,North 15th Avenue,
2386,8920738,Bromley Place,
2387,8920739,Melba Avenue,
2388,8920740,Morrell Street,
2389,8920741,Morrell Street,
2390,8920742,Cardenas Avenue,
2391,8920744,20th Avenue,
2392,8920745,20th Avenue,
2393,8920746,20th Avenue,
2394,8920750,Malta Drive,
2395,8920753,Malta Drive,
2396,8920754,Malta Drive,
2397,8920758,Bridgeview Drive,
2398,8920760,Edward Street,
2399,8920762,Vista Verde Court,
2400,8920767,Cashmere Street,
2401,8920769,Cashmere Street,
2402,8920770,Wayne Place,
2403,8920772,Prague Street,
2404,8920774,Prague Street,
2405,8920778,Saint Croix Drive,
2406,8920780,Columbia Square Street,
2407,8920781,La Salle Avenue,
2408,8920783,La Salle Avenue,
2409,8920784,La Salle Avenue,
2410,8920792,Dawson Place,
2411,8920793,Acacia Street,
2412,8920795,Cortes Avenue,
2413,8920797,South Hill Boulevard,
2414,8920799,Mississippi Street,
2415,8920800,Mississippi Street,
2416,8920802,Mississippi Street,
2417,8920807,Florence Street,
2418,8920808,Lockwood Street,
2419,8920810,Freelon Street,
2420,8920811,Stark Street,
2421,8920813,Gibbon Court,
2422,8920815,Path Street,
2423,8920820,Brighton Avenue,
2424,8920821,Lucy Street,
2425,8920824,West Broadway Street,
2426,8920825,Farren Street,
2427,8920828,Hardie Place,
2428,8920829,Grote Place,
2429,8920832,Piper Loop,
2430,8920834,Bowdoin Street,
2431,8920837,Bowdoin Street,
2432,8920838,North Point Drive,
2433,8920840,El Mirasol Place,
2434,8920841,El Mirasol Place,
2435,8920842,Wayland Street,
2436,8920844,Wayland Street,
2437,8920846,Mangels Avenue,
2438,8920848,Campus Circle,
2439,8920852,Munich Street,
2440,8920853,Munich Street,
2441,8920854,Munich Street,
2442,8920858,Dalewood Way,
2443,8920860,Byron Court,
2444,8920861,East Road,
2445,8920863,Escolta Way,
2446,8920865,Mount Vernon Avenue,
2447,8920867,Mount Vernon Avenue,
2448,8920869,Margaret Avenue,
2449,8920872,Ridge Court,
2450,8920876,Excelsior Avenue,
2451,8920877,Watson Avenue,
2452,8920879,Keyes Alley,
2453,8920885,Peralta Avenue,
2454,8920888,Peralta Avenue,
2455,8920889,Peralta Avenue,
2456,8920891,Peralta Avenue,
2457,8920892,Peralta Avenue,
2458,8920895,Peralta Avenue,
2459,8920896,Peralta Avenue,
2460,8920900,Peralta Avenue,
2461,8920903,20th Street,
2462,8920905,20th Street,
2463,8920908,20th Street,
2464,8920909,20th Street,
2465,8920913,Battery Blaney Road,
2466,8920914,Barneveld Avenue,
2467,8920918,Barneveld Avenue,
2468,8920920,Barneveld Avenue,
2469,8920921,Tingley Street,
2470,8920925,Hemlock Street,
2471,8920927,Peninsula Avenue,
2472,8920929,Wagner Alley,
2473,8920931,Las Villas Court,
2474,8920933,Mayflower Street,
2475,8920934,Falmouth Street,
2476,8920936,Boardman Place,
2477,8920937,San Rafael Way,
2478,8920940,Burke Avenue,
2479,8920941,Bertita Street,
2480,8920946,Letterman Drive,
2481,8920949,Crisp Road,
2482,8920951,Francis Street,
2483,8920953,Hartford Street,
2484,8920954,Cordelia Street,
2485,8920956,H Street,
2486,8920960,Castle Manor Avenue,
2487,8920966,Niantic Avenue,
2488,8920968,Carroll Avenue,
2489,8920971,Carroll Avenue,
2490,8920975,Leavenworth Street,
2491,8920976,Bengal Alley,
2492,8920977,Fernandez Street,
2493,8920980,Embarcadero North Street,
2494,8920981,Norfolk Street,
2495,8920982,Ardenwood Way,
2496,8920988,Butte Place,
2497,8920992,Dedman Court,
2498,8920994,Pleasant Street,
2499,8920996,Tacoma Street,
2500,8920998,Cowell Place,
2501,8921003,Holloway Avenue,
2502,8921006,Holloway Avenue,
2503,8921014,Noe Street,
2504,8921019,Delano Avenue,
2505,8921020,Delano Avenue,
2506,8921023,Raccoon Drive,
2507,8921026,Kinzey Street,
2508,8921028,Downey Street,
2509,8921032,Rockdale Drive,
2510,8921036,Schofield,
2511,8921038,Amity Alley,
2512,8921040,Cora Street,
2513,8921042,Fischer Avenue,
2514,8921045,Yukon Street,
2515,8921046,Yukon Street,
2516,8921049,San Lorenzo Way,
2517,8921050,Pena Street,
2518,8921052,Mission Street,
2519,8921059,Mission Street,
2520,8921065,Mission Street,
2521,8921085,Mission Street,
2522,8921086,Mission Street,
2523,8921088,Lippard Avenue,
2524,8921090,Armstrong Avenue,
2525,8921091,Gloria Court,
2526,8921093,Presidio Boulevard,
2527,8921097,Torrens Court,
2528,8921100,Sweeny Street,
2529,8921101,Meadowbrook Drive,
2530,8921102,Crespi Drive,
2531,8921110,Harlan Place,
2532,8921112,Marston Avenue,
2533,8921114,Cleary Court,
2534,8921115,Thornburg Road,
2535,8921116,Cook Street,
2536,8921118,12th Street,
2537,8921121,12th Street,
2538,8921122,12th Street,
2539,8921125,Bright Street,
2540,8921128,Foerster Street,
2541,8921130,Culebra Terrace,
2542,8921132,Culebra Terrace,
2543,8921134,Karen Court,
2544,8921135,Newell Street,
2545,8921136,Vienna Street,
2546,8921138,8th Street,
2547,8921139,8th Street,
2548,8921141,8th Street,
2549,8921143,8th Street,
2550,8921145,Everglade Drive,
2551,8921147,Glendale Street,
2552,8921164,Lombard Street,
2553,8921165,Upton Street,
2554,8921167,Esmeralda Avenue,
2555,8921171,Esmeralda Avenue,
2556,8921173,Broadway Street,
2557,8921178,Marview Way,
2558,8921180,35th Avenue,
2559,8921182,35th Avenue,
2560,8921185,Ashbury Street,
2561,8921189,14th Avenue,
2562,8921196,14th Avenue,
2563,8921197,14th Avenue,
2564,8921201,14th Avenue,
2565,8921203,14th Avenue,
2566,8921206,Armory Road,
2567,8921207,Eaton Place,
2568,8921209,Forest View Drive,
2569,8921220,Fillmore Street,
2570,8921221,Fillmore Street,
2571,8921223,San Ramon Way,
2572,8921225,Carnelian Way,
2573,8921230,Yorba Lane,
2574,8921232,Bronte Street,
2575,8921236,Jefferson Street,
2576,8921237,Jefferson Street,
2577,8921239,Julius Street,
2578,8921247,Harney Way,
2579,8921248,Alta Vista Terrace,
2580,8921252,Nottingham Place,
2581,8921255,Jones Street,
2582,8921257,Capp Street,
2583,8921261,Paraiso Place,
2584,8921262,Forest Side Avenue,
2585,8921264,Shotwell Street,
2586,8921265,Shotwell Street,
2587,8921267,Lori Lane,
2588,8921268,Rossi Avenue,
2589,8921272,Avenue B,
2590,8921273,Avenue B,
2591,8921274,Carver Street,
2592,8921279,Crestline Drive,
2593,8921281,Apparel Way,
2594,8921284,Science Circle,
2595,8921285,Avenue C,
2596,8921288,Avenue D,
2597,8921290,Landers Street,
2598,8921291,Perine Place,
2599,8921294,Felton Street,
2600,8921297,Converse Street,
2601,8921299,Avenue E,
2602,8921300,Bob Kaufman Alley,
2603,8921302,Horace Street,
2604,8921304,Kirkwood Avenue,
2605,8921306,Kirkwood Avenue,
2606,8921309,Kirkwood Avenue,
2607,8921311,Hill Point Avenue,
2608,8921314,Avenue F,
2609,8921316,Alhambra Street,
2610,8921318,Joice Street,
2611,8921325,Romolo Place,
2612,8921327,San Fernando Way,
2613,8921328,Greenview Court,
2614,8921329,Hollister Avenue,
2615,8921330,Parsons Street,
2616,8921331,Avenue H,
2617,8921334,Vista Lane,
2618,8921335,Fallon Place,
2619,8921336,Emma Street,
2620,8921337,Mount Lane,
2621,8921338,Avenue I,
2622,8921339,Avenue I,
2623,8921340,Ottawa Avenue,
2624,8921349,Brentwood Avenue,
2625,8921350,Peru Avenue,
2626,8921351,Ina Court,
2627,8921352,Alder Street,
2628,8921353,Santa Ysabel Avenue,
2629,8921354,45th Avenue,
2630,8921355,45th Avenue,
2631,8921357,Randall Street,
2632,8921358,Esquina Drive,
2633,8921360,Mesa Avenue,
2634,8921361,Castle Street,
2635,8921364,Nob Hill Place,
2636,8921365,Newton Street,
2637,8921368,Addison Street,
2638,8921371,Verdi Place,
2639,8921372,Avenue M,
2640,8921413,Market Street,
2641,8921487,Lindbergh Street,
2642,8921489,Market Street,
2643,8921503,Avalon Avenue,
2644,8921504,Avalon Avenue,
2645,8921506,Hulbert Alley,
2646,8921508,Lathrop Avenue,
2647,8921519,Eastwood Drive,
2648,8921523,Chilton Avenue,
2649,8921527,Belles Street,
2650,8921530,Avenue N,
2651,8921551,Barnard Avenue,
2652,8921553,Deming Street,
2653,8921556,Ringold Street,
2654,8921559,11th Avenue,
2655,8921562,11th Avenue,
2656,8921564,Saint Louis Alley,
2657,8921579,Bayview Circle,
2658,8921581,Bowley Court,
2659,8921583,Moore Lane,
2660,8921586,Arlington Street,
2661,8921588,Arlington Street,
2662,8921589,Mason Court,
2663,8921594,Bitting Avenue,
2664,8921595,Ford Street,
2665,8921596,Brown Street,
2666,8921597,Iris Avenue,
2667,8921598,Sagamore Street,
2668,8921599,Sagamore Street,3
2669,8921601,Ecker Street,
2670,8921602,Concourse Drive,
2671,8921605,Varney Place,
2672,8921606,Kimball Place,
2673,8921609,Stone Street,
2674,8921610,Danton Street,
2675,8921611,Mesa Street,
2676,8921612,Mesa Street,
2677,8921613,Salinas Avenue,
2678,8921615,Blackstone Court,
2679,8921616,Patton Court,
2680,8921618,Patton Court,
2681,8921620,Samoset Street,
2682,8921626,Morris Street,
2683,8921627,Milton Street,
2684,8921629,Alemany Boulevard,
2685,8921630,Vine Terrace,
2686,8921631,Powers Avenue,
2687,8921632,University Street,
2688,8921633,Turk Boulevard,
2689,8921634,Turk Boulevard,
2690,8921636,Santa Monica Way,
2691,8921638,Muir Loop,
2692,8921640,Fortuna Avenue,
2693,8921642,15th Street,
2694,8921643,15th Street,
2695,8921644,15th Street,
2696,8921645,15th Street,
2697,8921647,Wedemeyer Street,
2698,8921648,Soule Lane,
2699,8921649,Lapidge Street,
2700,8921650,Riverton Drive,
2701,8921653,Myrtle Street,
2702,8921655,Myrtle Street,
2703,8921657,Gates Street,
2704,8921658,Gates Street,
2705,8921659,Custer Avenue,
2706,8921662,Mono Street,
2707,8921663,Nimitz Drive,
2708,8921676,Sonora Lane,
2709,8921686,Wisser Court,
2710,8921689,Loyola Terrace,
2711,8921691,Armistead Road,
2712,8921697,Armistead Road,
2713,8921700,Malvina Place,
2714,8921701,Atalaya Terrace,
2715,8921702,Reddy Street,
2716,8921703,Elmhurst Drive,
2717,8921705,Bancroft Avenue,
2718,8921707,Bancroft Avenue,
2719,8921709,Bancroft Avenue,
2720,8921724,Duncan Street,
2721,8921727,Swiss Avenue,
2722,8921729,Austin Street,
2723,8921730,Austin Street,
2724,8921732,Kittredge Terrace,
2725,8921734,Carmel Street,
2726,8921741,Overlook Drive,
2727,8921743,Balhi Court,
2728,8921763,Mary Street,
2729,8921765,Yerba Buena Avenue,
2730,8921767,Amherst Street,
2731,8921768,Amherst Street,
2732,8921775,Locksley Avenue,
2733,8921776,Sheridan Street,
2734,8921777,Brookdale Avenue,
2735,8921779,McCoppin Street,
2736,8921780,Seneca Avenue,
2737,8921781,Toledo Way,
2738,8921783,Crystal Street,
2739,8921787,Venard Alley,
2740,8921789,Taraval Street,
2741,8921790,Laussat Street,
2742,8921791,Laussat Street,
2743,8921792,Moraga Avenue,
2744,8921795,Castenada Avenue,
2745,8921798,Castenada Avenue,
2746,8921799,Mercato Court,
2747,8921800,Kern Street,
2748,8921801,Alpine Terrace,
2749,8921811,Washington Boulevard,
2750,8921814,Washington Boulevard,
2751,8921815,Pratt Place,
2752,8921820,Romain Street,
2753,8921822,30th Street,
2754,8921823,30th Street,
2755,8921826,Dolores Terrace,
2756,8921848,Clearfield Drive,
2757,8921849,Lafayette Street,
2758,8921852,Huntington Drive,
2759,8921854,Raleigh Avenue,
2760,8921855,Cleveland Street,
2761,8921866,Stockton Street,
2762,8921876,Turquoise Way,
2763,8921886,Rosewood Drive,
2764,8921890,Bessie Street,
2765,8921892,Rudden Avenue,
2766,8921893,Sea View Terrace,
2767,8921903,Gladstone Drive,
2768,8921905,Troy Alley,
2769,8921907,Colin P Kelly Jr Street,
2770,8921938,James Lick Freeway,5
2771,8921980,James Lick Freeway,5
2772,8921986,Terra Vista Avenue,
2773,8921989,Powhattan Avenue,
2774,8921999,Montecito Avenue,
2775,8922002,Kendall Drive,
2776,8922003,Kendall Drive,
2777,8922009,Cerritos Avenue,
2778,8922015,Bowling Green Drive,
2779,8922020,San Andreas Way,
2780,8922024,Davis Street,
2781,8922026,Davis Street,
2782,8922029,Rincon Street,
2783,8922034,Attridge Alley,
2784,8922041,22nd Street,
2785,8922045,22nd Street,
2786,8922049,22nd Street,
2787,8922052,Neptune Street,
2788,8922053,Wall Place,
2789,8922063,Silverview Drive,
2790,8922065,Elgin Park,
2791,8922070,Coventry Court,
2792,8922072,Dr Carlton P Goodlett Place,
2793,8922076,Eagle Street,
2794,8922083,Cresta Vista Drive,
2795,8922100,Pacheco Street,
2796,8922120,Coleridge Street,
2797,8922122,Pink Alley,
2798,8922124,Fort Funston Road,
2799,8922127,Fort Funston Road,
2800,8922130,Colby Street,
2801,8922131,Colby Street,
2802,8922133,Colby Street,
2803,8922136,Colby Street,
2804,8922141,Pacific Avenue,
2805,8922151,Pacific Avenue,
2806,8922155,Palm Avenue,
2807,8922157,Adair Street,
2808,8922158,Linden Street,
2809,8922160,Josepha Avenue,
2810,8922164,Turk Street,
2811,8922170,Sumner Street,
2812,8922190,Sumner Street,
2813,8922196,Amber Drive,
2814,8922198,Nibbi Court,
2815,8922209,Bayview Park Road,
2816,8922218,Putnam Street,
2817,8922220,Sola Avenue,
2818,8922222,Moneta Way,
2819,8922223,Moneta Way,
2820,8922226,Hotaling Street,
2821,8922227,Merchant Street,
2822,8922229,Merchant Street,
2823,8922234,The Embarcadero,
2824,8922243,The Embarcadero,
2825,8922263,The Embarcadero,
2826,8922271,The Embarcadero,
2827,8922283,The Embarcadero,
2828,8922291,Clara Street,
2829,8922293,Ames Street,
2830,8922294,Gaven Street,
2831,8922300,Northwood Drive,
2832,8922303,Isola Way,
2833,8922305,High Street,
2834,8922307,Fremont Street,
2835,8922309,Balance Street,
2836,8922321,Battery Caulfield Road,
2837,8922325,Santa Ynez Avenue,
2838,8922327,Opera Alley,
2839,8922329,Crestwell Walk,
2840,8922333,Fair Avenue,
2841,8922340,Beaver Street,
2842,8922342,Colusa Place,
2843,8922347,Linares Avenue,
2844,8922350,Meacham Place,
2845,8922352,Eddy Street,
2846,8922353,Hays Street,
2847,8922355,Brumiss Terrace,
2848,8922357,Shafter Avenue,
2849,8922360,Birchwood Court,
2850,8922363,Lettuce Lane,
2851,8922364,White Street,
2852,8922366,Treat Lane,
2853,8922367,West View Avenue,
2854,8922372,Chain of Lakes Drive West,
2855,8922375,Beulah Street,
2856,8922380,Robinson Drive,
2857,8922382,Robinson Drive,
2858,8922384,Hermann Street,
2859,8922388,Gateview Avenue,
2860,8922394,Charter Oak Avenue,
2861,8922396,Dale Place,
2862,8922399,Perego Terrace,
2863,8922429,Lombard Street,3
2864,8922446,Van Ness Avenue,3
2865,8922495,Marina Boulevard,2
2866,8922560,Washington Street,
2867,8922564,Washington Street,
2868,8922580,Kearny Street,
2869,8922586,Loomis Street,
2870,8922592,15th Avenue,
2871,8922597,15th Avenue,
2872,8922602,15th Avenue,
2873,8922604,15th Avenue,
2874,8922606,15th Avenue,
2875,8922609,15th Avenue,
2876,8922610,Capra Way,
2877,8922619,36th Avenue,
2878,8922624,Burgoyne Street,
2879,8922626,Wool Street,
2880,8922630,San Benito Way,
2881,8922638,Santa Clara Avenue,
2882,8922640,Columbus Avenue,
2883,8922644,Rutledge Street,
2884,8922645,Rutledge Street,
2885,8922648,Gambier Street,
2886,8922649,Murray Street,
2887,8922655,Murray Street,
2888,8922663,Incinerator Road,
2889,8922665,August Alley,
2890,8922668,Kalmanovitz,
2891,8922680,Nevada Street,
2892,8922683,Nevada Street,
2893,8922685,Gorham Street,
2894,8922697,Ashbury Terrace,
2895,8922700,Baywood Court,
2896,8922703,Bertha Lane,
2897,8922707,Napoleon Street,
2898,8922711,Jason Court,
2899,8922715,Linda Street,
2900,8922727,Lundys Lane,
2901,8922728,Lundys Lane,
2902,8922740,Valletta Court,
2903,8922743,Lopez Avenue,
2904,8922748,Cecilia Avenue,
2905,8922752,French Court,
2906,8922760,8th Avenue,
2907,8922765,8th Avenue,
2908,8922769,8th Avenue,
2909,8922771,Sutro Heights Avenue,
2910,8922779,Rockridge Drive,
2911,8922782,Hollis Street,
2912,8922791,Reardon Road,
2913,8922810,Baltimore Way,
2914,8922811,Public Park,
2915,8922813,Elliot Street,
2916,8922817,Auto Drive,
2917,8922823,Mayfair Drive,
2918,8922840,Persia Avenue,
2919,8922845,Elmwood Way,
2920,8922857,Pope Street,
2921,8922858,Mabini Street,
2922,8922860,Bemis Street,
2923,8922861,Hancock Street,
2924,8922863,South Hill Boulevard,
2925,8922864,Cohen Place,
2926,8922868,Fisher Loop,
2927,8922870,Fisher Loop,
2928,8922871,Fisher Loop,
2929,8922881,Shafter Road,
2930,8922882,Leidesdorff Street,
2931,8922884,Santos Street,
2932,8922887,Rawles Street,
2933,8922889,Ruth Street,
2934,8922890,Julian Avenue,
2935,8922899,Napier Lane,
2936,8922902,Elm Street,
2937,8922904,Elm Street,
2938,8922906,Elm Street,
2939,8922907,Elm Street,
2940,8922918,Kobbe Avenue,
2941,8922922,Nautilus Court,
2942,8922924,Fielding Street,
2943,8922927,Kirkham Street,
2944,8922932,Melrose Avenue,
2945,8922935,Melrose Avenue,
2946,8922938,Cambon Drive,
2947,8922941,Pelton Place,
2948,8922944,Granada Avenue,
2949,8922946,Granada Avenue,
2950,8922957,Masonic Avenue,
2951,8922962,Masonic Avenue,
2952,8922966,H Lot,
2953,8922970,Vasquez Avenue,
2954,8922972,Seminole Avenue,
2955,8923466,Cork Harbour Circle,
2956,8924212,Alverno Court,
2957,8924276,College Heights Drive,
2958,8924753,Iris Lane,
2959,8924787,Murray Ranch Road,
2960,8925418,Inyo Street,
2961,8927792,Beacon Shores Drive,
2962,8928131,Lori Drive,
2963,8928922,Holly Street,
2964,8928947,West Hillsdale Boulevard,
2965,8929846,South Magnolia Avenue,
2966,8930265,Half Moon Bay Road,
2967,8930862,Millbrae Avenue,
2968,8931127,Oriente Street,
2969,8931604,Columbia Way,
2970,8931860,Broadway,
2971,8935041,Davey Glen Road,
2972,8936003,Franklin Parkway West,
2973,8936296,Phleger Road,
2974,8936298,Phleger Road,
2975,8936683,Bair Island Road,
2976,8936758,Coronado Lane,
2977,8937828,Amapola Avenue,
2978,8938398,Hinman Road,
2979,8938791,Los Prados Street,
2980,8939245,East Millbrae Avenue,
2981,8939743,Serra Avenue,
2982,8940033,Victoria Avenue,
2983,8940143,Lower Lupin Way,1
2984,8940406,Athletic Loop Road,
2985,8940882,San Jose Avenue,
2986,8941236,Murray Ranch Access Road,
2987,8941466,East Grand Avenue,
2988,9570488,Ashby Avenue,4
2989,9577891,University Avenue,
2990,10246262,Memory Trail,
2991,10246264,Peak Trail,
2992,10246267,Peak Trail,
2993,10246274,Meadows Canyon Trail,
2994,10246278,Peak Trail,
2995,10246280,Laurel Canyon Road,
2996,10246283,Laurel Canyon Road,
2997,10246285,Laurel Canyon Trail,
2998,10246287,Sylvan Trail,
2999,10246290,Jewel Lake Trail,
3000,10246293,Jewel Lake Trail,
3001,10246295,Upper Packrat Trail,
3002,10246298,Sylvan Trail,
3003,10246299,Jewel Lake Trail,
3004,10246301,Jewel Lake Trail,
3005,10246302,Peak Trail,
3006,10281585,Eastshore Freeway,5
3007,10281586,Eastshore Freeway,5
3008,10284126,Buchanan Street,
3009,10285115,Bay Trail,
3010,10324543,Bay Trail,
3011,10324544,Bay Trail,
3012,10324547,Bay Trail,
3013,10324548,Bay Trail,
3014,10389874,Encina Place,
3015,10585897,Huckleberry Path,
3016,10606612,Hiller Drive,
3017,10610503,Bay Trail,
3018,10610504,Bay Trail,
3019,10611151,Bay Trail,
3020,10611152,Bay Trail,
3021,10611153,Bay Trail,
3022,10613541,Bayside Drive,
3023,10613543,Bayside Drive,
3024,10624287,Miles Avenue,
3025,10626122,El Camino Real,
3026,10626518,Broadway,
3027,10626519,Broadway,
3028,10626521,Broadway,
3029,10715059,Market Street,
3030,10715690,Northgate Avenue,
3031,10723096,Martin Luther King Jr Way,
3032,10723757,Adeline Street,
3033,10906607,Kula Gulf Way,
3034,10908077,Bolivar Drive,
3035,11031809,42nd Avenue,
3036,11041926,Pine Tree Trail,
3037,11041928,Lower Packrat Trail,
3038,11041929,Lower Packrat Trail,
3039,11042162,Jewel Lake Trail,
3040,11042296,Laurel Canyon Trail,
3041,11042298,Laurel Canyon Trail,
3042,11043681,Central Park Drive,
3043,11148172,Vassar Avenue,
3044,11154776,Arlington Avenue,
3045,11154782,Arlington Avenue,
3046,11162462,West MacArthur Boulevard,
3047,11162465,West MacArthur Boulevard,
3048,11162468,West MacArthur Boulevard,
3049,11162469,West MacArthur Boulevard,
3050,11185524,West Grand Avenue,
3051,11185525,West Grand Avenue,
3052,11186284,West 14th Street,
3053,11194044,Frontage Road,
3054,11195888,12th Street,
3055,11306950,Park Gate,
3056,11307954,Lake Anza Road,
3057,11307955,Shasta Road,
3058,11315152,3rd Street,
3059,11315153,3rd Street,
3060,11315154,California Avenue,
3061,11315156,3rd Street,
3062,11315282,Avenue I,
3063,11315404,Croaker Court,
3064,11315406,Chinook Court,
3065,11315799,Keppler Court,
3066,11315800,13th Street,
3067,11414755,Treasure Island Road,
3068,11416107,Army Road,
3069,11564187,Bird Island,
3070,11564188,Bird Island,
3071,11564189,Bird Island,
3072,11564192,Bird Island,
3073,11564194,Bird Island,
3074,12170207,Conzelman Road,
3075,12170210,Mendell Road,
3076,12171658,H Line Fire Road,
3077,12171661,H Line Fire Road,
3078,12172874,Tennessee Valley Trail,
3079,12173331,Zumie Loop Trail,
3080,12174110,Coastal Trail,
3081,12176883,Olema Bolinas Road,
3082,12177019,Rodeo Avenue,
3083,12177435,Kale Road,
3084,12177440,Tainter Path,
3085,12178010,Piedmont Road,
3086,12180142,Wharf Road,
3087,12182334,Terrace Avenue,
3088,12183265,Coastal Trail,
3089,12183374,College Avenue,
3090,12183631,Coleman Avenue,
3091,12186340,Field Road,
3092,12186564,McCullough Road,
3093,12187001,Spring,
3094,12187011,Hillside Avenue,
3095,12187468,Nymph Road,
3096,12187469,Nymph Road,
3097,12187687,Brighton Avenue,
3098,12187731,Kent Avenue,
3099,12187897,Rafael Avenue,
3100,12188153,Canyon Road,
3101,12189308,Oak Road,
3102,12189379,Ridge Way Stairs,
3103,12189698,Ridge Avenue,
3104,12190389,Park Avenue,
3105,12190907,Stadium Way,
3106,12247497,Octavia Street,
3107,12247498,Sutter Street,
