lat,lon
59.2,6.1
59,5.4
58.35,5.35
58.2,6
58.5,6.5
58,7.4
58.15,8.3
58.35,9
59,9.45
59,10.15
59.2,10.35
59.5,11.5
58.3,11.2
58,11.4
57.25,12
56.55,12.2
56.3,12.55
56.1,12.4
55.45,13
55.25,13
55.25,13.4
55.25,14.15
55.45,14.1
56.1,14.4
56.1,15.2
56.1,15.55
56.45,16.2
57.2,16.3
57.45,16.4
58.15,16.4
58.35,16.5
58.55,17.35
59.1,18.2
59.2,18
59.35,18.35
59.5,18.5
60.1,18.35
60.3,17.55
60.5,17.15
61.15,17.1
61.45,17.2
62.15,17.25
62.3,17.45
63,18.25
63.2,19.1
63.35,19.5
63.5,20.4
64.1,21
64.3,21.4
64.45,21
65.5,21.3
65.2,21.25
65.3,22
65.5,22.25
65.45,23.1
65.45,23.5
65.5,24.3
65.3,25.2
65,25.2
64.5,24.4
64.2,24.5
63.55,23.15
63.25,22.25
63,21.35
62.3,21.1
62,21.15
61.3,21.4
61,21.2
60.4,21.2
60.25,22.5
60.1,22.35
60,23.3
60.5,24.25
60.15,25.2
60.25,26.15
60.35,27.1
60.35,28.2
60.1,29.5
60.15,29.45
59.5,30.1
60,29.1
59.4,28.2
59.25,27.55
59.25,26.5
59.35,25.55
59.3,25
59.25,24.1
59.1,23.3
58.45,23.3
58.2,23.45
58.15,24.2
57.45,24.2
57.15,24.2
57,23.5
57.5,23.15
57.25,22.55
57.4,22.25
57.35,21.4
57.5,21.2
56.45,21
56.1,21
55.4,21.5
55.1,20.45
54.55,20
54.3,19.45
54.2,19.15
54.2,18.4
54.5,18.2
54.45,17.3
54.35,16.4
54.15,16
54.1,15.1
53.55,14.2
54,13.5
54.1,13.15
54.2,13.4
54.4,13.2
54.25,12.55
54.2,12.15
54.1,11.5
53.55,11.2
53.55,10.45
54.15,10.55
54.3,10
54.45,10
55,9.25
55.3,9.45
56,10.1
56.1,10.5
56.3,10.5
56.3,10.15
56.5,10.15
57.15,10.3
57.35,10.3
57.3,9.5
57.1,9.25
57.5,8.4
56.5,8.15
56.3,8.5
56,8.5
55.35,8.1
55.2,8.4
54.5,8.4
54.3,9
54.2,8.4
54.5,9
53.5,8.35
53.3,8.3
53.4,8
53.4,7.2
53.25,7
53.25,6.5
53.15,5.3
52.5,5.3
52.45,5.55
52.3,5.55
52.15,5.3
52.25,5.5
52.55,5.5
52.5,4.45
52.25,4.35
52.5,4.2
51.45,4
51.25,3.35
51.15,3
51,2.2
50.5,1.45
50.3,1.35
50.5,1.3
49.55,1.5
49.5,0.35
49.4,0.1
49.15,0
49.2,-0.35
49.15,-1.5
49.4,-1.2
49.4,-1.55
49.1,-1.35
48.35,-1.25
48.35,-2
48.3,-2.4
48.5,-3
48.45,-3.4
48.35,-4.1
48.3,-4.45
48,-4.4
47.5,-4.15
47.5,-3.45
47.35,-3.1
47.3,-2.3
47.2,-2.2
47,-1.55
46.45,-2
46.3,-1.45
46.15,-1.15
45.5,-1
45.15,-1.5
44.4,-1.1
44.15,-1.15
43.4,-1.25
43.25,-1.4
43.2,-2.1
43.25,-2.45
43.3,-3.35
43.2,-4.25
43.3,-5.5
43.35,-5.5
43.3,-6.35
43.3,-7.15
43.45,-8
43.2,-8.2
43.15,-8.55
43,-9.1
42.25,-8.45
42,-8.5
41.4,-8.45
41.1,-8.35
40.45,-8.4
40.15,-8.5
39.4,-8.55
39.2,-9.15
38.5,-9.2
38.3,-9.5
38.3,-8.4
38,-8.45
37.3,-8.45
37.5,-8.55
37.1,-8.2
37.5,-7.5
37.15,-7.25
37.15,-7
37,-6.3
36.45,-6.2
36.15,-6
36.5,-5.3
36.3,-5
36.4,-4.3
36.45,-3.55
36.45,-3.2
36.45,-2.45
36.45,-2.1
37.1,-1.5
37.4,-1.2
37.4,-0.5
38.5,-0.4
38.25,-0.2
38.45,0.15
39.5,-0.15
39.3,-0.2
39.55,0
40.25,0.3
41,1
41.1,1.3
41.2,2.5
41.4,2.4
41.55,3.1
42.3,3.5
43,3
43.15,3.35
43.3,4
43.2,4.35
43.15,5.15
43,5.5
43.5,6.25
43.25,6.5
43.4,7.25
43.5,8
44.1,8.15
44.2,8.4
44.15,9.1
44.5,9.3
44,10.5
43.3,10.1
43.5,10.25
42.4,10.55
42.2,11
42.2,11.3
41.55,12
41.3,12.25
41.15,12.55
41.15,13.35
40.55,14
40.4,14.25
40.35,14.45
40.1,15
40,15.4
39.4,15.45
39.15,16
38.5,16.5
38.35,15.5
38.1,15.4
37.55,15.4
37.55,16
38.1,16.1
38.25,16.3
38.5,16.3
39,17
39.25,17
39.4,16.3
40.1,16.4
40.3,16.55
40.2,17.2
40.15,17.5
39.55,17.55
39.5,18.15
40.1,18.25
40.35,17.55
40.5,17.25
41.5,16.55
41.2,16.2
41.3,15.5
41.5,16.5
41.5,15.15
42.5,14.4
42.2,14.1
42.35,13.55
43,13.5
43.25,13.35
43.4,13.5
43.55,12.4
44.15,12.15
44.35,12.1
44.55,12.2
45.1,12.5
45.3,12.1
45.3,12.35
45.45,13.5
45.4,13.35
45.25,13.25
45.5,13.3
44.5,13.45
45,14.5
45.2,14.1
45,14.5
44.35,14.55
44.2,15.1
44,15.1
43.45,15.45
43.3,16
43.25,16.35
43,17.2
42.35,17.55
42.2,18.3
42,19
41.45,19.3
41.2,19.25
40.45,19.2
40.15,19.2
40,19.45
39.35,20.5
39.15,20.2
38.45,20.4
38.2,21.5
38.15,21.5
38.2,22.35
38,22.55
37.55,23.3
37.35,24
38.1,24
38,24.35
38.1,24.1
38.3,24.5
38.4,23.4
38.55,23.2
39.15,23.1
39.35,22.5
40,22.3
40.35,22.35
40.1,23.5
40.1,23.35
40.25,23.45
40.4,23.3
40.4,24
40.55,24.15
40.5,24.45
40.55,25.1
40.5,25.45
40.3,26.5
40.35,26.35
40.15,26.1
40,26.1
40.2,26.35
40.4,27.5
40.55,27.25
41,28.1
41,28.5
40.4,29.25
40.35,28.55
40.2,29
40.2,28.25
40.2,27.45
40.2,27.1
40.2,26.35
40,26.1
39.25,26
39.3,26.5
39.15,26.4
38.4,26.45
38.25,26.55
38.2,26.4
38.35,26.2
38.15,26.15
38.5,26.45
37.55,27.1
37.35,27.5
37.2,27.3
37,27.1
37,27.4
37,28.1
36.45,28
36.45,28.35
36.2,29.15
36.1,29.45
36.25,30.3
36.5,30.4
36.45,31.15
36.3,32
36.1,32.15
36,32.45
36.1,33.1
36.1,33.35
36.3,34.5
36.5,34.3
36.35,35.1
36.35,35.3
36.55,36
36.4,36.5
36.2,35.45
36,35.55
35.4,35.45
35,35.45
34.3,35.5
34.5,35.3
33.3,35.15
33,35
32.3,34.5
32,34.4
31.3,34.2
31.1,34
31.5,33.15
31,32.4
31.15,32.2
30.55,32.1
31.5,31.45
31.25,31.5
31.3,31.1
31.25,30.35
31.1,30
30.55,29.3
30.5,29
31.5,28.25
31.5,27.5
31.15,27.2
31.25,26.55
31.3,26.2
31.35,25.45
31.3,25.1
31.55,24.55
31.55,24.2
32.5,23.45
32.1,23.1
32.35,23.5
32.45,22.3
32.5,21.5
32.45,21.15
32.35,20.4
32.1,20.5
31.5,19.5
31.3,20
31.5,20.5
30.4,19.55
30.25,19.35
30.15,19.1
30.2,18.4
30.4,18.1
31,17.3
31.1,16.4
31.15,16.5
31.3,15.35
31.45,15.2
32.15,15.2
32.25,14.45
32.4,14.1
32.45,13.35
32.5,12.5
32.5,12.1
33,11.4
33.15,11.5
33.4,10.55
33.35,10.3
33.45,10.5
34.1,10
34.25,10.2
34.45,10.45
35.1,11
35.35,10.55
35.45,10.35
36.2,10.25
36.3,10.45
36.55,11
36.4,10.2
37.1,10.5
37.15,9.35
37.1,9.5
36.55,8.4
36.5,8.1
37,7.25
36.5,7
37,6.15
36.45,5.5
36.4,5.2
36.5,5
36.55,4.25
36.55,3.5
36.5,3.25
36.5,2.55
36.4,2.25
36.35,1.45
36.3,1
36.15,0.3
35.55,0
35.5,-0.3
35.45,-1
35.25,-1.15
35.1,-1.55
35.5,-2.25
35.2,-3
35.15,-3.25
35.15,-4.5
35.1,-4.3
35.3,-5.1
35.5,-5.25
35.45,-5.55
35.15,-6.1
34.5,-6.2
34.25,-6.35
34,-6.5
33.4,-7.25
33.3,-8
33.15,-8.3
32.5,-8.5
32.3,-9.15
32.1,-9.15
31.45,-9.3
31.3,-9.5
30.4,-9.5
30.2,-9.35
29.45,-9.5
29.2,-10.1
28.55,-10.35
28.4,-11.1
28.15,-11.3
28,-12.1
27.55,-12.55
27.3,-13.15
27,-13.25
26.4,-13.4
26.25,-14.1
26.1,-14.25
25.4,-14.35
25.15,-14.45
24.4,-15
24.15,-15.25
23.5,-15.45
23.25,-16
22.45,-16.15
22.2,-16.3
22.5,-16.5
21.35,-16.55
21.5,-17
20.45,-16.35
20.2,-16.1
19.5,-16.1
19.3,-16.3
19,-16.1
18.3,-16
18,-16
17.3,-16.5
17,-16.15
16.3,-16.25
15.5,-16.25
15.25,-16.45
15,-17
14.45,-17.25
14.3,-17
14,-16.45
13.25,-16.4
12.55,-16.45
12.2,-16.45
12.5,-16.2
11.5,-15.55
11.55,-15.3
11.15,-15.25
11.5,-15
10.4,-14.4
10.15,-14.25
10,-14
9.35,-13.35
9.1,-13.15
8.4,-13.1
8.15,-13.5
7.5,-12.55
7.2,-12.25
7.5,-11.55
6.5,-11.25
6.25,-11
6.5,-10.2
5.35,-9.5
5.15,-9.25
4.55,-8.55
4.3,-8.2
4.2,-7.5
4.15,-7.25
4.35,-6.55
4.4,-6.2
5,-5.55
5.5,-5.2
5.1,-4.45
5.15,-4.2
5.15,-3.5
5.5,-3.5
5,-2.35
4.45,-2
5,-1.35
5.1,-1.5
5.15,-0.4
5.3,-0.15
5.5,0.2
5.5,1
6.1,1.15
6.2,1.5
6.25,2.2
6.25,2.5
6.3,3.25
6.3,4
6.2,4.3
5.55,5
5.15,5.15
4.35,5.25
4.15,6
4.15,6.3
4.2,7
4.25,7.3
4.25,8
4.3,8.25
4.3,8.5
4,8.55
3.55,9.2
3.3,9.35
3.5,9.55
2.3,9.45
1.55,9.4
1.3,9.3
1.5,9.15
0.55,9.35
0.3,9.2
0,9.2
14.5,13.5
13.45,13.2
13.2,13.3
13.5,13.5
12.45,13.55
12.3,14.1
12.45,14.35
12.55,15.5
13.25,15.15
13.25,14.45
13.3,14.1
13.5,14.1
14.1,13.55
14.15,13.25
14.5,13.5
-2.5,31.4
-2.45,31.5
-2.2,32.15
-2.3,32.45
-2.3,33.25
-2.1,33.5
-2.5,33.15
-1.45,33.35
-1.2,33.55
-0.45,34.5
-0.25,34.15
0.5,34
0.15,33.3
0.15,33
0.1,32.25
-0.1,31.5
-0.45,31.4
-1.1,31.5
-1.35,31.45
-2.5,31.4
-6,29.15
-6.3,29.3
-7,29.5
-7.25,30.2
-8.5,30.35
-8.35,30.3
-8.45,31.5
-8.15,31
-7.45,30.45
-7.1,30.3
-6.5,30.35
-6.3,30.1
-6.1,29.45
-5.45,30
-5.1,29.5
-4.35,29.4
-4,29.25
-3.2,29.2
-4,29.5
-4.3,29.15
-5,29.5
-5.35,29.2
-6,29.15
-12.1,34.5
-12.35,34.1
-13,34.2
-13.25,34.2
-13.45,34.4
-14.1,34.45
-14.5,35.5
-14.3,35.2
-13.5,35.15
-13.25,34.55
-12.5,34.5
-12.15,34.5
-11.4,35
-11.5,34.4
-10.35,34.35
-9.55,34.3
-9.35,34.5
-9.5,34
-10.5,34.15
-11,34.15
-11.45,34.25
-12.1,34.5
42.3,27.3
42.5,27.55
41.4,28.5
41.2,28.35
41.1,29.1
41.5,29.5
41.1,30.3
41.5,31.5
41.2,31.35
41.35,32.5
41.5,32.35
42,33.15
41.55,33.5
41.55,34.3
42,35
41.4,35.2
41.4,36
41.15,36.2
41.15,36.45
41,37.15
41.5,37.4
40.55,38.1
41,38.45
41.5,39.2
41,39.55
41.5,40.3
41.25,41.5
41.4,41.35
42,41.4
42.2,41.25
42.45,41.15
42.55,41
43.1,40.2
43.25,39.5
43.4,39.3
44.5,39
44.2,38.3
44.25,38
44.35,37.4
44.45,37.15
45.5,37
45.5,36.4
45,36.5
45.5,35.35
44.5,35.5
44.45,34.35
44.3,34.15
44.2,33.45
44.35,33.25
45,33.35
45.1,33.15
45.2,32.4
45.45,33.5
45.55,33.45
46.1,33.1
46,32.35
46.15,31.5
46.35,32.5
46.35,31.25
46.35,30.5
46.1,30.35
45.5,30.1
45.4,29.35
45.1,29.4
44.5,29.3
44.4,29
44.2,28.4
43.55,28.4
43.25,28.35
43.2,28
42.5,27.55
42.3,27.3
45.55,34.25
45.45,34.45
45.25,35
45.15,35.3
45.25,36.5
45.25,36.4
45.2,37.2
45.5,37.45
46.15,38.15
46.25,37.55
46.4,37.4
46.4,38.1
47,38.45
47.5,39.2
47.15,39
47.1,38.25
47.5,37.35
46.45,36.5
46.4,36.5
46.25,35.25
46.5,35
45.55,34.25
44.45,46.4
44.25,46.4
44.15,47.5
43.45,47.25
43.25,47.25
43,47.25
42.3,47.5
42.5,48.15
41.5,48.4
41.25,49
41,49.1
40.35,49.4
40.25,50.15
40.2,49.45
40,49.25
39.3,49.15
39.1,49.1
39.1,48.45
38.35,48.5
38.5,48.55
37.35,49
37.25,49.3
37.2,50.1
37.5,50.2
36.45,51
36.35,51.35
36.45,52.25
36.55,53.1
36.5,53.55
37.1,54
37.5,53.45
38.3,53.45
39.5,54
39.1,53.35
39.35,53.25
40,53.3
40,52.45
40.2,52.4
40.5,52.55
40.4,53.3
40.4,54.1
41,54.45
41.2,54.2
41.4,53.55
42.5,53.4
42,53
41.4,52.4
41.15,52.45
41.45,52.25
42.1,52.2
42.35,52.4
42.5,52.3
42.5,51.5
43.1,51.2
43.4,51.1
44.1,50.45
44.2,50.1
44.35,50.15
44.35,50.55
44.3,51.25
45,51.1
45.2,51.45
45.25,52.3
45.1,53.5
45.15,53.4
45.15,54.15
45.3,53.55
45.55,53.5
46.25,53.4
46.5,53.1
47.1,52.35
47.1,52.5
47.1,51.25
47.15,50.55
46.5,50.1
46.45,49.3
46.35,48.55
46.2,49
46.15,48.3
45.55,48.15
46.5,47.35
45.4,47.2
45.1,47
44.45,46.4
45,58.1
44.3,58.1
44.15,58.2
43.4,58.2
43.4,59
43.4,59.4
43.3,59.5
43.4,60.3
44.1,61.5
44.4,61.5
44.45,61.3
45,61.5
45.2,61.3
45.45,61
46,61
46.25,61.2
46.45,61.4
46.3,61
46.4,60.45
46.3,60.5
46.1,60.5
46.2,59.45
45.55,59.3
45.55,59
45.5,58.4
45.25,58.35
45,58.1
45.35,73.25
45.15,73.5
44.55,74.5
45.4,74.15
46,74.1
46.1,74.45
46.25,75.1
46.35,76
46.25,76.5
46.35,77.2
46.2,78
46.25,78.45
46.45,79.15
46.45,78.45
46.35,78.2
46.4,77.5
46.35,77.2
46.4,76.5
46.45,76.5
46.4,75.15
46.45,74.45
46.25,74.1
46.1,73.4
45.35,73.25
51.35,103.35
51.2,104.3
51.3,105.15
51.4,105.55
52.1,106.15
52.3,107
52.4,107.5
53,108.2
53.3,109
54,109.25
54.3,109.3
55.5,109.4
55.35,109.55
55.45,109.3
55.3,109.15
55.1,109.1
54.45,108.5
54.2,108.3
53.55,108.1
53.3,107.35
53.5,107
52.45,106.35
52.3,106.5
52.1,105.4
51.5,105.15
51.45,104.3
51.35,103.35
61.5,30
60.45,30.35
60.2,30.55
59.55,31.5
59.55,31.3
60.1,31.45
60.1,32.3
60.3,32.5
60.5,32.5
61.1,32.3
61.2,31.5
61.35,31.25
61.35,30.45
61.2,30.1
61.5,30
61.45,34.3
61.3,34.5
61.2,35.3
60.55,35.3
60.55,36
61.5,36.25
61.25,36.25
61.4,36
62,35.45
62.25,35.5
62.4,35.15
62.5,34.3
62.35,34.5
62.3,35.2
62.1,35.2
62.1,34.4
61.45,34.3
-21.55,43.15
-22.2,43.15
-22.5,43.2
-23.15,43.35
-23.55,43.4
-24.3,43.45
-25,44.1
-25.2,44.35
-25.35,45
-25.3,45.3
-25.15,45.55
-25.5,46.25
-25.1,46.5
-24.4,47.1
-24.15,47.2
-23.45,47.3
-23.25,47.4
-23,47.45
-22.35,47.5
-22.1,47.55
-21.45,48.5
-21.2,48.15
-20.55,48.25
-20.3,48.3
-20.5,48.4
-19.35,48.5
-19.5,49
-18.3,49.15
-18,49.2
-17.25,49.25
-17,49.25
-16.45,49.4
-16.2,49.45
-15.3,49.4
-15.55,50.5
-15.25,50.25
-14.55,50.2
-14.1,50.1
-13.35,49.55
-13,49.5
-12.3,49.35
-12,49.15
-12.25,48.5
-12.55,48.5
-13.2,48.45
-13.3,48.2
-13.35,47.5
-14.5,47.55
-14.2,47.35
-14.45,47.4
-14.45,47.15
-15.15,46.5
-15.3,46.25
-15.45,45.55
-15.55,45.25
-16.1,44.55
-16.1,44.3
-16.55,44.15
-17.25,43.55
-18,44
-18.35,44.15
-19,44.15
-19.35,44.3
-20,44.25
-20.3,44.5
-20.55,43.55
-21.2,43.35
-21.55,43.15
-21,55.1
-21.2,55.2
-21.2,55.45
-21.1,55.5
-20.55,55.35
-21,55.1
-20.3,57.2
-20.3,57.45
-20.1,57.45
-20,57.3
-20.3,57.2
-46.56,37.4
-46.26,51.42
-4.37,55.27
-6.4,71.24
4.1,73.3
12.25,53.2
12.15,53.4
12.15,54.5
12.3,54.35
12.35,54.1
12.4,53.4
12.25,53.2
-6.1,39.2
-48.5,68.5
-49.15,69.1
-49.4,68.55
-49.3,69.3
-49.4,69.5
-49.25,70
-49.25,70.25
-49.5,70.35
-49.1,70
-49.15,69.4
-49,69.2
-48.4,69
-48.5,68.5
-53.12,73.34
-38.43,77.31
-37.5,77.32
13.2,92.55
12.35,92.5
11.5,92.4
10.4,92.3
7.5,93.45
2.45,95.55
2.25,96.3
1.2,97.15
1,97.35
0.35,98
1,98
1.3,97.3
1.2,97.15
-1,98.45
-1.3,98.5
-1.45,99.5
-1.4,99.25
-0.55,99
-1,98.45
-5.22,102.2
-10.25,105.43
8.5,79.45
7.3,79.45
7.5,79.5
6.25,80
6,80.15
6,80.4
6.1,81.15
6.3,81.4
7,81.5
7.35,81.5
8,81.3
8.3,81.15
9,80.55
9.3,80.35
9.5,80
9.25,80.1
9,79.55
8.3,79.5
8.5,79.45
19.2,108.4
18.55,108.4
18.3,108.45
18.15,109.15
18.15,109.4
18.3,110.1
18.5,110.3
19.2,110.4
19.4,111
20,111
20,110.3
20,110
19.55,109.35
19.35,109.5
19.2,108.4
23.4,120.1
23.1,120.1
22.35,120.2
22.25,120.4
22,120.5
22.35,121
23,121.2
23.3,121.3
24.5,121.4
24.35,121.55
25.5,121.55
25.15,121.35
25,121.5
24.35,120.45
24.1,120.3
23.4,120.1
33.15,129.3
32.45,129.45
32.45,130.1
33.5,130.15
32.45,130.3
32.2,130.3
32.5,130.1
31.4,130.1
31.15,130.1
31.5,130.45
31.25,131.2
31.55,131.25
32.25,131.4
32.5,131.55
33.15,131.4
33.4,131.35
33.4,131.5
33.55,130.55
33.5,130.25
33.3,130
33.15,129.3
33.25,132.15
32.55,132.25
32.45,132.55
33.5,133.5
33.2,133.15
33.3,133.45
33.15,134.5
33.35,134.2
33.5,134.4
34.1,134.35
34.2,134.5
34.15,133.35
33.55,133.2
34,132.5
33.4,132.4
33.25,132.15
34.2,130.55
33.55,130.55
34,131.3
33.55,132
34.15,132.2
34.2,132.55
34.3,133.3
34.35,133.55
34.5,134.3
34.45,134.55
34.45,135.3
34.2,135.1
33.55,135.1
33.3,135.25
33.25,135.45
33.55,136.1
34.2,136.45
34.4,136.3
35,136.45
34.35,137.15
34.35,138.5
35.5,138.4
34.35,138.5
35.15,139.5
35.15,139.35
35.3,139.5
34.55,139.45
35.1,140.2
35.3,140.25
35.45,140.45
36.1,140.35
36.45,140.4
37,140.55
37.35,141
38.5,140.55
38.2,141.5
38.2,141.3
38.45,141.3
39.5,141.5
39.4,141.55
40.1,141.45
40.35,141.25
41,141.2
41.2,141.25
41.3,140.5
41.1,140.45
41.1,141.5
40.55,141.5
40.55,140.4
41.1,140.2
40.4,140
40.2,140
39.55,140
39.25,140
39,139.5
38.35,139.3
38.5,139.2
37.5,138.5
37.25,138.35
37.1,138.1
37,137.35
36.45,137
37.5,137
37.3,137.1
37.15,136.45
36.5,136.4
36.25,136.2
36.5,136
35.4,136
35.3,135.4
35.45,135.15
35.4,134.4
35.35,134
35.3,133.15
35.3,132.45
35.5,132.2
34.45,131.5
34.3,131.25
34.2,130.55
42.35,139.5
42.15,139.45
42,140
41.25,140
41.4,140.3
41.5,141.5
42.5,140.4
42.15,140.15
42.3,140.2
42.3,140.4
42.2,140.55
42.3,141.2
42.35,141.5
42.15,142.3
42,143.15
42.2,143.2
42.4,143.4
43,144.1
42.55,144.45
43.1,145.2
43.25,145.5
43.2,145.15
43.35,145.15
43.45,145
44.15,145.2
43.55,144.4
44,144.1
44.1,143.35
44.3,143
44.45,142.4
45.1,142.2
45.3,141.55
45.15,141.3
44.45,141.45
44.2,141.4
44,141.35
43.45,141.15
43.25,141.2
43.1,141.15
43.1,140.45
43.15,140.2
42.55,140.25
42.35,139.5
24.18,123.5
24.44,125.26
26.5,127.45
26.25,127.5
26.35,128.1
26.5,128.15
28.1,129.2
28.25,129.4
30.2,130.3
33.5,139.51
32.27,139.46
30.29,140.19
27.5,142.12
26.39,142.9
24.47,141.19
43.5,145.3
44.5,145.5
44.2,146.1
44.25,146.55
44.45,147.3
45.5,148.1
45.3,148.5
45.15,148.2
45.2,147.55
45,147.25
44.25,146.55
45.4,149.3
45.45,149.5
46.15,150.3
46.5,150
45.4,149.3
46.5,151.45
47.1,152.1
48.8,153.8
49.3,154.4
50.16,155.1
50,155.1
50.12,155.5
50.3,156.5
50.45,156.5
50.25,155.4
50.16,155.1
54.5,137.15
54.35,137.35
55,138.5
55.1,137.3
54.5,137.15
58.3,163.2
58.55,164.25
59.1,164.15
59,163.4
58.3,163.2
53.2,141.45
52.45,141.5
52.15,141.4
51.45,141.4
51.25,142
51,142.5
50.3,142
50,142.5
49.3,142.5
49.5,142
48.45,141.5
48.3,142
48,142.1
47.35,142
47,142
46.35,141.45
45.55,142
46.25,142.15
46.4,142.35
46.35,143
46.15,143.25
46.45,143.25
46.55,143.5
47.15,143
47.3,142.4
47.5,142.3
48.2,142.35
48.45,142.5
49.5,142.55
49.2,143.15
49.2,143.45
49.5,144.2
49.3,144.1
50,143.55
50.3,143.4
51,143.3
51.3,143.2
52,143.5
52.3,143.1
53,143.1
53.3,143
54,142.55
54.2,142.4
54.15,142.15
53.5,142.3
53.35,142.15
53.2,141.45
71.32,180
71.7,178.4
70.5,178.5
71,180
71,-180
70.54,-179.1
71.1,-177.25
71.32,-178.15
71.32,-180
73.3,140.35
73.15,141.35
73.1,143.3
73.3,143.3
73.55,142.15
73.5,141
73.3,140.35
74.15,140.1
73.55,140.2
74,141
74.15,141
74.15,140.1
75.35,146.3
75.5,147.15
74.45,149.15
74.45,150.3
75.1,151
75.2,149.15
75.25,147.2
75.35,146.3
75.15,137.1
74.45,138.5
74.4,139.15
74.5,140.3
75,142
74.5,142.5
75.5,144
75.25,145
75.4,145
75.5,144
75.5,143.15
76.1,142
75.45,141
76.1,139
75.55,137.3
75.15,137.1
77.55,99.2
78.1,101
78.1,103.1
78.2,105
78.5,105
79.1,103.55
79.25,102.2
79.15,101.15
78.5,100.35
78.2,99.5
77.55,99.2
80.5,91.1
79.4,91.5
79.3,93.5
79.5,94.4
78.55,96.45
78.45,98.2
78.5,99.5
79.15,99.3
79.4,100.1
80,99.15
80.1,97.35
80.3,97
80.45,97.3
81,96.25
81.15,95.35
80.55,93.1
80.3,92.4
80.5,91.1
71.35,51.4
71.1,52.5
70.5,53.5
70.4,55.2
70.35,56.55
70.45,57.4
71.5,56.2
71.3,55.45
72,55.3
72.3,55.35
72.55,56.1
73.2,57
73.45,57.5
74.1,58.4
74.35,59.5
75,60.45
75.2,62.15
75.4,63.5
75.5,65.3
76.5,67.15
76.2,68.5
76.5,69.5
77,67.45
76.45,66
76.25,65.1
76.15,63.1
76.15,61.1
75.55,59.15
75.35,58.1
75.2,57.3
75.5,55.45
74.45,55.45
74.1,54.55
73.45,53.5
73.25,54.2
73.1,53.15
72.4,52.3
72.2,52.45
72.5,51.4
71.35,51.4
68.45,48.45
68.55,50
69.15,50.2
69.35,49.1
69.15,48.3
68.45,48.45
80.7,56
80.7,57.45
80.25,59.15
80.2,61.3
80.28,62.2
80.55,62.2
80.5,63.5
81,65.15
81.25,64.35
81.1,62.5
80.55,62.2
80.47,59.4
80.25,59.15
80.27,57.2
80.7,56
80.48,54.15
80.38,56.2
80.48,58.3
81,57.4
81.2,58.5
81.45,58.3
81.25,56.3
81.2,56.3
81.2,54.5
80.48,54.15
80.15,53.1
80.17,55
80.3,54
80.15,53.1
80.33,44.3
80.25,45.4
80.25,47
80.1,47
80.3,48.25
80.7,50
80.24,50
80.4,51.1
80.47,50.2
80.33,48
80.45,48
80.54,47
80.33,44.3
79.45,11
79.2,11
78.42,11.4
78.13,13.1
78.13,15.5
77.57,13.4
77.3,14
77.1,15.1
76.3,17
77,17.2
77.3,18.5
78.2,18.55
78.25,19
78.38,20.15
78.11,20.4
77.55,21.4
77.25,20.5
77.15,22.4
77.45,24.5
78.5,23.1
78.25,22.1
78.5,21.3
79.1,19
79.42,18.45
79.2,20.55
79.1,23.5
79.25,25.4
79.52,27
80.1,27
80.15,24.5
80.25,23
80.1,21
80.3,20
80.15,18
79.55,18
80.2,16.2
79.4,15.3
79.5,13.5
79.45,11
62.5,-7.25
62,-6.55
62.22,-6.2
62.18,-7.15
62.5,-7.25
61.48,-6.5
61.3,-6.55
60.14,-1.33
60.25,-1.15
60,-1.15
60.32,-1.25
60.38,-1.5
58.5,-3.2
59.1,-3.15
58.56,-2.45
59.13,-2.45
57.35,-7.15
58,-6.25
58.3,-6.1
58.1,-7
57.5,-7
57.35,-7.15
57.1,-7.2
55.28,9.45
55.3,10.5
55.3,10.42
55.22,10.45
55.35,10.17
55.28,9.45
55.42,11.5
55.12,11.15
55.8,11.5
55.17,12.25
55.28,12.1
55.42,12.35
56.6,12.25
55.54,11.45
55.42,11.5
54.5,11
54.35,11.2
54.4,11.5
54.5,12.5
54.55,11.35
54.5,11
55.5,14.5
57.3,18.5
57.5,18.15
57.17,18.45
57.42,18.45
57.56,19.1
57.47,18.25
57.3,18.5
60.15,19.5
58.2,21.5
58.6,22.1
58.18,22.4
58.3,23.1
58.37,22.2
58.2,21.5
58.53,22.2
58.43,22.25
58.5,23
59.5,22.3
58.53,22.2
50.5,-5.35
50,-5.5
50.2,-4.3
50.1,-3.4
50.35,-3.3
50.4,-2.5
50.3,-2.5
50.45,-1.25
50.4,-0.4
50.4,0.5
50.5,0.55
51.15,1.25
51.2,0.35
51.45,1
52,1.35
52.25,1.5
52.45,1.35
52.55,1
52.55,0.35
52.4,0.15
52.5,0
53.5,0.2
53.25,0.1
53.4,-0.5
54,-0.15
54.25,-0.3
54.35,-1.1
55,-1.3
55.3,-1.4
55.5,-2
56,-2.4
56,-3.2
56.15,-2.5
56.35,-2.25
57,-2.5
57.2,-1.5
57.4,-1.55
57.4,-2.45
57.4,-3.25
57.35,-4.1
58,-3.5
58.2,-3
58.35,-3.1
58.3,-4.5
58.3,-5
58.5,-5.2
57.45,-5.45
57.25,-5.5
57.35,-6.2
57.25,-6.4
57.1,-6.15
57.1,-5.35
56.4,-6
56.2,-6
56.3,-5.25
56.5,-5.3
55.45,-6.1
55.45,-5.35
55.25,-5.35
55.5,-5.5
55.3,-4.4
54.55,-5.5
54.35,-4.45
54.45,-4
54.55,-3.15
54.3,-3.35
54.1,-3.1
54.1,-2.4
53.45,-3
53.2,-3
53.15,-3.35
